scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
(3201009002/RC/320201060343056),12 Earth work in road from the L/O Kiyamuddin sk to H/O Akram Mondal at Hatdanga. ,26/04/2018 ,121440 ,14092 ,102720 ,8364 ,21/06/2016,102720,0,6864,1500,0  ,111084,
(3201009002/RC/320201060378093),Construction of concrete road from H/O Lokman Mondal to Masjid at Anandabas. ,27/04/2018 ,15664 ,258598 ,14784 ,3292 ,09/02/2017,14784,0,792,2500,0  ,18076,
(3201009002/LD/321002040763182),Land development on the land of Sijaipur Primary school at sijaipur. ,06/12/2018 ,61200 ,7280 ,33435 ,4160 ,04/05/2017,33435,0,2160,2000,0  ,37595,
(3201009002/RC/320201060343195),11 Earth work in road from the h/o Masurali sk to L/O Gadai sk at Anandabas. ,26/04/2018 ,123024 ,14092 ,104503 ,6252 ,21/06/2016,104503,0,4752,1500,0  ,110755,
(3201009002/RC/320201060378188),Construction concrete road from h/o Bhakta Dhara to Jaydeb Halsana at Satkuliya. ,27/04/2018 ,15664 ,258598 ,13728 ,3292 ,09/02/2017,13728,0,792,2500,0  ,17020,
(3201009002/RC/320201060381784),Construction of cc road from h/o Raju Mondal to h/o Kashinath Sen at Hatdanga.  ,27/04/2018 ,8448 ,139439 ,7040 ,3028 ,09/02/2017,7040,0,528,2500,0  ,10068,
(3201009002/RC/320201060383651),construction of cc road from the H/O Nousad sk to H/O ajit Biswas at hatdanga. ,27/04/2018 ,8448 ,139439 ,7040 ,3028 ,09/02/2017,7040,0,528,2500,0  ,10068,
(3201009002/IF/IAY/983337),Construction of IAY House -IAY REG. NO. WB1885711 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,09/02/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/977399),Construction of IAY House -IAY REG. NO. WB1222032 ,10/07/2018 ,15840 ,0 ,15840 ,0 ,02/02/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/955557),Construction of IAY House -IAY REG. NO. WB1287383 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,28/01/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/982949),Construction of IAY House -IAY REG. NO. WB1164717 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,09/02/2017,15840,0,0,0,0  ,15840,
(3201009002/RC/320201060381688),Construction of CC road from the H/O Jamat sk to h/o Naskar sk. ,27/04/2018 ,8448 ,139439 ,7040 ,3028 ,09/02/2017,7040,0,528,2500,0  ,10068,
(3201009002/IF/IAY/2314138),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5106132 ,19/11/2018 ,17190 ,0 ,17190 ,0 ,21/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/552057),Construction of IAY House -IAY REG. NO. WB-01-009-002-002/602 ,03/07/2018 ,15660 ,0 ,15660 ,0 ,15/07/2015,15660,0,0,0,0  ,15660,
(3201009002/IF/IAY/2312148),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4614954 ,19/11/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/983777),Construction of IAY House -IAY REG. NO. WB2242278 ,10/07/2018 ,15840 ,0 ,15840 ,0 ,09/02/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/552291),Construction of IAY House -IAY REG. NO. WB-01-009-002-006/2314 ,03/07/2018 ,15660 ,0 ,15660 ,0 ,15/07/2015,15660,0,0,0,0  ,15660,
(3201009002/IF/IAY/552310),Construction of IAY House -IAY REG. NO. WB-01-009-002-003/1054 ,03/07/2018 ,15660 ,0 ,15660 ,0 ,15/07/2015,15660,0,0,0,0  ,15660,
(3201009002/IF/IAY/2300412),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2937369 ,01/11/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2293350),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2281162 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2293189),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2272814 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2292449),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2222755 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2307542),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3663737 ,19/11/2018 ,17190 ,0 ,17190 ,0 ,21/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2307540),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3663706 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/965568),Construction of IAY House -IAY REG. NO. WB1846814 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,28/01/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/2283503),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1546247 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283715),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1523121 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2288410),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1921510 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283230),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509650 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283341),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1526917 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283221),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1508997 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283090),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1489148 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283040),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1479873 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283039),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1479709 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2163454),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3851573 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2291215),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2132605 ,01/11/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/983263),Construction of IAY House -IAY REG. NO. WB1664580 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,08/02/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/2283110),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1491114 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2163324),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3309560 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2162674),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2574409 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2162209),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3785623 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2162203),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2317179 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2163157),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509528 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2161949),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2244925 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2283092),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1489470 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/977458),Construction of IAY House -IAY REG. NO. WB1282974 ,03/07/2018 ,15840 ,0 ,15840 ,0 ,02/02/2017,15840,0,0,0,0  ,15840,
(3201009002/IF/IAY/2309714),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3957275 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,05/06/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2162018),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1491039 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2159874),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3258571 ,02/11/2018 ,17190 ,0 ,17954 ,0 ,12/02/2018,17954,0,0,0,0  ,17954,
(3201009002/IF/IAY/2160275),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3318844 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2158665),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3794629 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2162271),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3829460 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2159816),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3528613 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2159888),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2193386 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2157903),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3317172 ,01/11/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2157194),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1553782 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,21/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2158052),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2352070 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2155489),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1475740 ,19/11/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/RC/320201060593595),Earth work and Jhama Bats from h/o Rahaman Sk to Gadai Sk at Ananadabas ,30/03/2022 ,71594.82 ,261981.87 ,57953 ,0 ,21/12/2020,57953,0,0,0,0  ,57953,
(3201009002/IF/IAY/2162996),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1620187 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/RS/34041048100),Composed pit at Bhaluka High School. ,07/05/2018 ,4320 ,470 ,4224 ,200 ,04/05/2017,4224,0,0,200,0  ,4424,
(3201009002/IF/IAY/2156214),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1953004 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2155327),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2275802 ,22/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2156772),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3315969 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/RC/320201060584945),Construction of CC road from the Sanjay santra to Babu Porel at Bhaluka Sijaipur ,30/03/2022 ,16793.96 ,254849.1 ,15132 ,0 ,16/10/2020,15132,0,0,0,0  ,15132,
(3201009002/IF/IAY/2153928),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3311055 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2154180),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2222668 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2153684),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3289980 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2155050),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1483822 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2153872),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2134787 ,19/11/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/RC/320201060593587),Construction of CC road from h/o Babu Halsana to h/o Chandu Majhi at Natunpara. ,30/03/2022 ,6124.01 ,87780.68 ,4896 ,0 ,21/12/2020,4896,0,0,0,0  ,4896,
(3201009002/IF/IAY/2153259),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1953010 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/RC/320201060507016),Construction of CC road from the H/O Dayal sk  to Hasen Sk at Anandabas. ,09/06/2021 ,21392 ,324500 ,19100 ,114736.1375 ,04/01/2019,19100,18420,1146,95170.1375,0  ,133836.1375,
(3201009002/IF/IAY/2158940),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3824375 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/4117734),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2231115 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,29/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117746),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2159536 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,29/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117743),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3030011 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,06/07/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/2151646),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3313822 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2152775),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1496015 ,19/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2151305),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3807578 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2151198),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3798542 ,26/10/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/2151520),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1509066 ,29/12/2018 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/4117704),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3048869 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,29/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117688),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3062721 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,06/07/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/2151340),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1337249 ,04/01/2019 ,17190 ,0 ,17190 ,0 ,24/01/2018,17190,0,0,0,0  ,17190,
(3201009002/IF/IAY/4117676),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3065094 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,29/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117667),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2222080 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,26/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117750),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1582342 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,24/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117654),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3053521 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,06/07/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/4117681),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3047709 ,15/09/2021 ,19170 ,0 ,18822 ,0 ,29/06/2020,18822,0,0,0,0  ,18822,
(3201009002/IF/IAY/2149829),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3829472 ,08/01/2019 ,17190 ,0 ,17190 ,0 ,12/02/2018,17190,0,0,0,0  ,17190,
