assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32000420541,Panjangora Mudipara to Parulgora,Earthern road,Imp.of Road From Panjangora Mudipara to Parulgora ,3214003009/RC/18,20-10-2010,71782,2908,0,433,2475,0  ,74690,
32000419965,Mohangora to Narapara road,WBM,IMP.OF ROAD FROM MAHANGORA TO NARAPARA,3214003009/RC/320201060140577,05-09-2013,112945,150319.15,0,13482,136837.15,0  ,263264.15,
32000420554,Dhangagora to Pahargora Road,Sand Moram,Imp.of Road Dhanga gora to Pahargora ,3214003009/RC/26,23-02-2012,10724,5413,5413,0,0,0  ,16137,
32000420607,Chirkunda to Paharpur Road,WBM,Imp.of Chirkundaha to Paharpur Road,3214003009/RC/35,28-01-2013,97125,56382,0,4264,52118,0  ,153507,
32000420513,Ajoy Tudu hapa,Excavation,Excavation of Ajay Tudu Happa at Pratappur,3214003009/WC/20,18-02-2010,22710,663,663,0,0,0  ,23373,
32000420531,Rahan Saren Hapa at Pratappur,Excavation,Excavation of Rahan Saren Happa at Pratappur ,3214003009/WC/17,18-02-2010,15683,576,576,0,0,0  ,16259,
32000420641,Land Leveling of Chittaranjan Murmu,Farm Pond,Land Leveling of Chittaranjan Murmu,3214003009/IF/34040760475,24-07-2014,10140,304,0,304,0,0  ,10444,
32000438252,Land Leveling of Shibunath & Surendranath,Reclamation of Land,LAND LEVELING OF SIBUNATH & SURENDRANATH ,3214003009/LD/321002040605531,11-08-2014,10140,0,0,0,0,0  ,10140,
32000420636,Dukhitram Hansda hapa,Farm Pond,EXCAVATION OF DUKHITRAM HANSDA HAPPA,3214003009/IF/34040757182,12-06-2014,41172,1212,0,1212,0,0  ,42384,
32000419959,Pahargora via Rangonigora to Chiragora road,WBM,Imp.of Road from Pahargora via Ranganigora to Chiragora,3214003009/RC/32,11-04-2012,25175,24135,0,3978,20157,0  ,49310,
32000419932,Manguria Narapara to Mahangora road,Sand Moram,Imp of Road Manguria Narapara to Mahangora Road,3214003009/RC/24,25-01-2011,193832,5718,0,5718,0,0  ,199550,
32000420560,Parulgora to Panjangora Mudipara road,WBM,Imp.of Road from Parulgora to Panjangora Mudi Para,3214003009/RC/30,21-11-2012,82416,3468,0,3468,0,0  ,85884,
32000438272,Rangametya Bandh,Renovation of Fisheries Ponds for Community,Ra-excavation of Rangametya bundh at Rangametya,3214003009/WH/4,27-02-2008,128357,0,0,0,0,0  ,128357,
32000438280,Vismadeb Goria,Farm Pond,Re-excavation of Vismadeb Goria,3214003009/WC/70,21-12-2012,44529,1428,0,1428,0,0  ,45957,
32000438266,Reexcavation of Siju Goria,Farm Pond,Re-excavation of Sijugoria at Leadadih,3214003009/WC/65,21-12-2012,0,4743,0,3543,1200,0  ,4743,
32000438303,Gorachand Mahato Hapa,Farm Pond,Excavation of Gorachand Mahato Happa,3214003009/IF/34040814351,17-06-2014,47943,261,0,261,0,0  ,48204,
32000438295,Nimai Nandi Hapa,Farm Pond,Excavation of Nimai Nandi Happa,3214003009/IF/34040806696,19-06-2014,28054,0,0,0,0,0  ,28054,
32000438299,Bishmadeb Mahato Hapa,Farm Pond,Excavation of Bishmadeb Mahato Happa,3214003009/IF/34040806747,19-06-2014,34814,0,0,0,0,0  ,34814,
32000438309,Banka Bihari Mudi Hapa,Farm Pond,EXCAVATION OF BANKA BIHARI MUDI HAPPA,3214003009/IF/34040823175,17-06-2014,39303,0,0,0,0,0  ,39303,
32000438289,Baghu Mudi Goria,Farm Pond,Re-excavation of Baghu Mudi Goria,3214003009/WC/73,13-12-2012,22750,2766,0,2766,0,0  ,25516,
32000438292,Rangametya Uparpara to Namopara Road,WBM,IMP.OF ROAD FROM RANGAMETYA UPARPARA TO NAMOPARA M,3214003009/RC/320201060176319,03-01-2014,98666,180389.63,0,2038,178351.63,0  ,279055.63,
32000438322,Baragram I Village Road,WBM,Improvement of Road Baragram I No Villege Road ,3214003009/RC/320201060140485,06-08-2013,65175,80318.41,0,1966,78352.41,0  ,145493.41,
32000438320,Baragram I Village Raod,Earthern road,Imp.Of Baragram -I village Road under ,3214003009/RC/19,25-08-2010,139641,40809,0,0,40809,0  ,180450,
32000438308,Bijay Nandi Hapa,Farm Pond,Excavation of Bijay Nandi Happa,3214003009/IF/34040823161,11-08-2014,42405,0,0,0,0,0  ,42405,
32000438328,Baragram Pucca Road to Nowadih More Road,Sand Moram,Baragram Pucca Road to Nowadih More ,3214003009/RC/008,15-02-2008,63466,24692,0,0,24692,0  ,88158,
32000438284,Anil Mudi Goria,Farm Pond,Re-excavation of Anil Mudi Goria ,3214003009/WC/72,13-12-2012,12512,2179,0,2179,0,0  ,14691,
32000438326,Land Leveling at Baragram III,Land Leveling,Land Leveling at Baragram M/Lalpur III Sansad,3214003009/LD/12,27-02-2008,118013.4,0,0,0,0,0  ,118013.4,
32000438317,Khoura Bandh at Baragram,Construction of Fisheries Ponds for Community,Re-excavation of Khoura Bundh at Baragram -I,3214003009/WC/4,25-08-2009,330253,1596,1596,0,0,0  ,331849,
32000420547,Mudipara to Sabarpara Raod,Sand Moram,Imp.of Road from Mudipara to Sabarpara,3214003009/RC/25,14-02-2012,64140,6392,0,6392,0,0  ,70532,
32000438338,Kulugora Village Road,Metal Second coat,IMP.OF ROAD FROM KULUGORA VILLAGE ROAD,3214003009/RC/23,25-01-2011,18325,16594,0,2374,14220,0  ,34919,
32000438357,Thakurdas Karmakar Hapa,Excavation,Excavation  of Thakudas Karmakar ,3214003009/WC/15,18-02-2010,23047,0,0,0,0,0  ,23047,
32000438340,Baragram Natun Bandh,Earthen Bunding,Re-excavation of Baragram Natun Bundh,3214003009/WC/49,25-01-2012,39533,3134,3134,0,0,0  ,42667,
32000438363,Sarachakalta to Baragram Road,Earthern road,Imp.of Sarachakalata to Baragram ,3214003009/RC/20,13-08-2010,10942,3561,0,3561,0,0  ,14503,
32000438369,Sarachakalta Natun Bandh,Earthen Bunding,Re-excavation of Sarachakalata Natun Bundh,3214003009/WC/32,25-01-2011,0,5932,0,5932,0,0  ,5932,
32000438314,Land Leveling at Baragram II,Land Leveling,Land Leveling at Baragram Mouza - II Sansad,3214003009/LD/11,27-02-2008,14256,0,0,0,0,0  ,14256,
32000438372,Chakgopalpur Akshay bandh,Farm Pond,RE-EXCAVATION OF CHAKGOPALPUR AKSHAY BANDH,3214003009/WC/59,13-12-2012,63133,10128,0,10128,0,0  ,73261,
32000438379,Sarachakalta to Baragram Road,WBM,IMP.OF ROAD FROM SARACHAKALTA TO BARAGRAM,3214003009/RC/320201060140392,06-08-2013,77702,92081.78,0,2213,89868.78,0  ,169783.78,
32000438382,Chakgopalpur Village Road,WBM,IMP.OF CHAKGOPALPUR VILLAGE ROAD,3214003009/RC/320201060140620,05-09-2013,72374,91957.79,0,2112,89845.79,0  ,164331.79,
32000438392,Lalpur Baner Bandh,Earthen Bunding,RE-EXCAVATION OF LALPUR BANER BANDH THIRD PHASE,3214003009/WC/704010133605,19-12-2013,282974,8841,0,5841,3000,0  ,291815,
32000438361,Land Leveling at Chakgopalpur,Land Leveling,Land Leveling at Chakgopalpur,3214003009/LD/13,01-03-2011,41507,3902,0,3902,0,0  ,45409,
32000439188,lakhan sahis happa,Farm Pond,Excavation of Lakhan Sahis Happa,3214003009/IF/34040802360,11-08-2014,44292,0,0,0,0,0  ,44292,
32002519413,bandh,Sunken Pond,Re-Excavation of Chakgopalpur School Bandh,3214003009/WC/704010186168,15-06-2015,377478,14134,0,11334,2800,0  ,391612,
32002519594,bandh,Sunken Pond,Re-Excavation of Karna Bandh,3214003009/WC/704010206481,09-03-2015,197217,4176,0,4176,0,0  ,201393,
32002519514,goria,Sunken Pond,RE-EXCAVATION OF SOIL GORIA,3214003009/WC/704010198693,11-08-2014,91698,522,0,522,0,0  ,92220,
32000438365,Sarachakalta to Napara Road,Sand Moram,IMP. OFROAD FROM SARACHALATA TO NAPARA ,3214003009/RC/22,13-08-2010,49118,34501,0,0,34501,0  ,83619,
32002519836,goria,Sunken Pond,Re-Excavation of Narendra Mudi Goria,3214003009/WC/704010210570,24-02-2015,143604,3132,0,3132,0,0  ,146736,
32002519808,bandh,Sunken Pond,RE-EXCAVATION OF JAGANNATH MAHATO BANDH,3214003009/WC/704010210001,12-06-2014,189893,4471,0,4471,0,0  ,194364,
32000438359,Tilottama Sahis Hapa,Excavation,Excavation of Tilottama Sahis Happa at Sarachakalata ,3214003009/WC/18,18-02-2010,25824,1000,1000,0,0,0  ,26824,
32002528554,IAY,Houses (State Scheme),Construction of IAY house of Narayan Kaibarta ,3214003009/IF/22012034284086,21-01-2016,15488,528,0,528,0,0  ,16016,
32002519770,goria,Sunken Pond,RE-EXCAVATION OF PARIMAL GORIA,3214003009/WC/704010209998,09-03-2015,75274,1660,0,1660,0,0  ,76934,
32000438347,Land Leveling at Sarachakalta,Land Leveling,land levelling sarachakalta sno I,3214003009/LD/1,25-08-2009,0,2200,0,0,2200,0  ,2200,
32002528638,IAY HOUSE,Houses (State Scheme),Construction of IAY house of Banka Bihari Mahato ,3214003009/IF/22012034284103,21-01-2016,16368,528,0,528,0,0  ,16896,
32002528607,IAY,Houses (State Scheme),Construction of IAY house of Dibakar Mahato ,3214003009/IF/22012034284097,21-01-2016,16192,528,0,528,0,0  ,16720,
32002528717,IAY HOUSE,Houses (State Scheme),Construction of IAY house of Ostalim Ansari ,3214003009/IF/22012034290105,21-01-2016,16156,0,0,0,0,0  ,16156,
32002528837,IAY HOUSE,IAY Houses,Construction of IAY house of Sabita Saren ,3214003009/IF/22012034290145,21-01-2016,7392,528,0,528,0,0  ,7920,
32002528893,HAPPA,Farm Pond,Excavation of Madhusudan Mandal Happa,3214003009/IF/34040806773,03-03-2016,92752,0,0,0,0,0  ,92752,
32002528866,IAY HOUSE,Farm Pond,Excavation of Madhab Mandal Goria,3214003009/IF/34040804368,08-02-2016,92394,2772,0,2772,0,0  ,95166,
32002528887,GORIA,Farm Pond,Excavation of Dhiren Saren Goria,3214003009/IF/34040804412,27-11-2015,61248,1827,0,1827,0,0  ,63075,
32002528791,IAY HOUSE,Houses (State Scheme),Construction of IAY house of Tipi Murmu ,3214003009/IF/22012034290143,21-01-2016,4928,0,0,0,0,0  ,4928,
32002528879,GOURIA,Farm Pond,Excavation of Arjun Mandi Goria,3214003009/IF/34040804408,27-11-2015,92088,2616,0,2616,0,0  ,94704,
32002528907,GORIA,Farm Pond,Excavation of Sekhar Hansda Goria,3214003009/IF/34040806776,27-11-2015,86138,2616,0,2616,0,0  ,88754,
32000438350,Chakgopalpur Bandh,Construction of Fisheries Ponds for Community,RE-excavation Chokgopalpur Bundh,3214003009/WC/14,26-02-2010,253197,1638,1638,0,0,0  ,254835,
32002528773,IAY HOUSE,Houses (State Scheme),Construction of IAY house of Dilip Kr Mudi ,3214003009/IF/22012034290136,21-01-2016,14784,528,0,528,0,0  ,15312,
32002528679,IAY HOUSE,Houses (State Scheme),Construction of IAY house of Chuna Saren ,3214003009/IF/22012034286049,21-01-2016,16368,528,0,528,0,0  ,16896,
32002528584,IAY,Houses (State Scheme),Construction of IAY house of Janaki Mahato ,3214003009/IF/22012034284093,21-01-2016,16368,528,0,528,0,0  ,16896,
32000438373,Majhi Bandh at Sarachakalta,Farm Pond,RE-EXCAVATION OF MAJHI BANDH AT SARACHAKALATA,3214003009/WC/62,13-12-2012,9441,0,0,0,0,0  ,9441,
32002528985,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF JANAKI KALINDI,3214003009/IF/34040992147,28-10-2015,18024,528,0,528,0,0  ,18552,
32002529259,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF LALMOHAN HEMBRAM,3214003009/IF/34040992291,28-10-2015,16284,528,0,528,0,0  ,16812,
32002529274,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF PARIMAL HANSDA ,3214003009/IF/34040992300,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529136,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF RAJANI MUDI ,3214003009/IF/34040992251,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529106,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF GURUPADA SAHIS ,3214003009/IF/34040992222,28-10-2015,16088,528,0,528,0,0  ,16616,
32002529189,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF RABI MUDI ,3214003009/IF/34040992287,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529183,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF NIRANJAN MUDI ,3214003009/IF/34040992283,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529083,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF MANIK MUDI ,3214003009/IF/34040992208,28-10-2015,16068,528,0,528,0,0  ,16596,
32002529306,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF NABIN CH SAREN ,3214003009/IF/34040992316,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529316,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF HIRAMANI TUDU ,3214003009/IF/34040992319,28-10-2015,15840,528,0,528,0,0  ,16368,
32002529169,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF LALIT MUDI ,3214003009/IF/34040992277,28-10-2015,16264,528,0,528,0,0  ,16792,
32002529291,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF RABAN MURMU ,3214003009/IF/34040992312,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529178,IAY HOUSE,IAY Houses,CONTRUCTION OF IAY HOUSE OF HRIDAY MUDI ,3214003009/IF/34040992280,28-10-2015,16440,528,0,528,0,0  ,16968,
32002529283,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF PRAHALLAD HANSDA ,3214003009/IF/34040992305,28-10-2015,16312,528,0,528,0,0  ,16840,
32002529287,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF MANGAL SAREN ,3214003009/IF/34040992309,28-10-2015,16136,528,0,528,0,0  ,16664,
32002529352,IAY HOUSEH,Farm Pond,CONSTRUCTION OF HARADHAN SARENE,3214003009/IF/34040992343,28-10-2015,9800,528,0,528,0,0  ,10328,
32002528966,IAY HOUSE,IAY Houses,Construction of IAY House of Sumitra Sahis ,3214003009/IF/34040992138,28-10-2015,16284,528,0,528,0,0  ,16812,
32002529379,IAY HOUSEH,IAY Houses,CONSTRUCTION OF IAY HOUSE OF KAUSHLYA DAS,3214003009/IF/34040992353,28-10-2015,15960,528,0,528,0,0  ,16488,
32002529370,IAY HOUSEH,IAY Houses,CONSTRUCTION OF IAY HOUSE OF PASHUPATI SAHIS,3214003009/IF/34040992348,28-10-2015,15960,528,0,528,0,0  ,16488,
32002529360,IAY HOUSEH,IAY Houses,CONSTRUCTION OF IAY HOUSE OF SRIKANTA MUDI,3214003009/IF/34040992345,28-10-2015,16488,528,0,528,0,0  ,17016,
32002529382,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF TRIBHANGA SAHIS,3214003009/IF/34040992356,28-10-2015,16088,528,0,528,0,0  ,16616,
32002529376,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF PRAFULYA DAS,3214003009/IF/34040992351,28-10-2015,16136,528,0,528,0,0  ,16664,
32002529408,IAY HOUSE,IAY Houses,Construction of IAY house of Naren Mahato,3214003009/IF/34041027367,02-12-2015,16108,528,0,528,0,0  ,16636,
32002529400,IAY HOUSEH,IAY Houses,Construction of IAY house of Mansur Ansari,3214003009/IF/34041027363,02-12-2015,16108,528,0,528,0,0  ,16636,
32002529338,IAY HOUSE,IAY Houses,CONSTRUCTION OF IAY HOUSE OF THULU SAHIS,3214003009/IF/34040992335,28-10-2015,15974,528,0,528,0,0  ,16502,
