assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32000517854,Lalbandh Canel Pool to Bhutura Bairagipara.,,Imp.of Earthen Rd. from Lalbandh Canel Pool to Bhutura Bairagipara.Mouza-Bhutura,3213010005/RC/239,24-01-2013,52425,0,1571,5700,0  ,59696,
32000518057,Irrigation Channel at Telur (Junior)Sansad.,0,Re-excavation of irrigation Channel at Telur (Junior)Sansad.,3213010005/IC/130717732219,28-08-2015,113574,0,4259,3600,0  ,121433,
32000730773,Karakpara thematha to Pekore par via Muchipara,Earthern road,Repairing of Moorum Rd from DNNA Karakpara Tematha to Pekorpar via Muchipara.,3213010005/RC/42,10-08-2010,12700,2400,2400,216605.11,0  ,234105.11,
32000730921,Paharpur to Sarkar Sayer,Sand Moram,Imp.of earthen & Moorum Rd. from Paharpur to Sarkarsayer.Mouza-Paharpur&Konnagar,3213010005/RC/59,23-12-2011,51252,4420,5358,39432,0  ,100462,
32000730941,Moorum Rd. from Tajchak Maszidtala to Kabirajpara,Sand Moram,Repairing of Different Vill. Earthen & Moorum  Rd.from Tajchak Masjidtala to Kabirajpara. Mouza-Rat ,3213010005/RC/61,13-12-2011,22620,2341,2535,0,0  ,27496,
32000730756,Ratnapur Cannel Bridge to Tajchak Tematha,Earthern road,Reapering of Moorum Rd from RATNAPUR Canel Bridge to TAJCHAK Tematha(Rd No.3) .Mouja-Ratnapur ,3213010005/RC/39,10-08-2010,10641,2585,2059,276784.62,0  ,292069.62,
32000730965,Betur Transforma to Napitpara Tematha,Sand Moram,Imp. of Boulder & Moorum Rd. from Betur Transforma to Napitpara Tematha(Part-I)Mouza-Betur,3213010005/RC/63,13-12-2011,1560,4160,4290,79998.87,0  ,90008.87,
32000730902,Alipur Imamtala to Nazrul House,Sand Moram,Imp. of Diffrent  Earthen & Moorum Rd. from Alipur Imamtala to Nazrul house.Mouza-Alipur,3213010005/RC/57,23-12-2011,57280,520,2554,17966,0  ,78320,
32000726701,Irrigation Channel at Basudebpur Sansad,Lift Irrigation,Re-excavation of irrigation Channel at BASUDEB Sansad.,3213010005/IC/28,05-07-2011,88120,0,2145,3088,0  ,93353,
32000730877,Patit Pry Sansad I.C.D.S to Ranisayer Peertala to Jamunasayer via Ruidaspara,Sand Moram,Imp.of Earthen&MoorumRd.fromPatitPry.Sansad I.C.D.S Ranisayer Peertala to Ruidaspara via Jamunasayer,3213010005/RC/55,22-11-2011,26130,3120,3202,99023.99,0  ,131475.99,
32000731074,Telur Footbal Ground to Metepara,Sand Moram,Imp. Earthen & Moorum Rd. from Telur FOOTBAL GROUND to METEPARA.Mouza-Biur,3213010005/RC/73,13-01-2012,14780,2080,2002,0,0  ,18862,
32000731046,Biur Charidanga to Boldagaria,Sand Moram,Imp. of Moorum Rd. from Biur Charidanga to Boldagariya.Mouza-Biur,3213010005/RC/70,30-01-2012,21583,780,1105,0,0  ,23468,
32000734991,Estimate for imp.Rd from Belpukur to Shyamsundarpur at Biur Betur Gram Panchayat under,Earthern road,Estimate for imp.Rd from Belpukur to Shyamsundarpur at Biur Betur Gram Panchayat under.,3213010005/RC/44,24-01-2011,210666,810,4918,3088,0  ,219482,
32000735556,NALDANGA MURALI PUKUR(Mandal Pukur),Farm Pond,"Reexcavation of NALDANGA MURALI PUKUR(Mandal Pukur),Mouza-Lalbandh",3213010005/WH/12,03-03-2010,72302,1713,2178,4580,0  ,80773,
32000735423,Telur JARULI Pukur,Farm Pond,"Re-excavation of Telur JARULI Pukur,Mouza-Biur.",3213010005/WH/11,03-03-2010,43509,0,3546,13300,0  ,60355,
32000731020,"Telur Dakhinpara,Kayelpara to Purbopara",Sand Moram,"Imp. of Moorum Rd. from Telur Dakhinpara,Kayelpara to Purbopara.Mouza-Biur",3213010005/RC/68,22-11-2011,15920,1560,1648,0,0  ,19128,
32000730990,Swarupchak to Sedbandhar Pool(Part-I),Sand Moram,Imp. of Moorm Rd. from Swarupchak to Setbandhar Pool.(Phase-I).Mouza-Alipur,3213010005/RC/65,13-12-2011,23790,2600,2730,5700,0  ,34820,
32000730951,Bhutura Dakhinpara to Bairagipara,Sand Moram,Rep. of Different Village Moorum Rd from Bhutura Dakhinpara to Bairagipara.Mouza-Bhutura ,3213010005/RC/62,13-12-2011,30290,1040,2539,85699.82,0  ,119568.82,
32000738007,Basudebpur KULU PUKUR at Ratnapur Mouza,Strengthening of Embankment,Re-excavation of Basudebpur KULU PUKUR at Ratnapur Mouza.,3213010005/WH/17,18-04-2010,32193,500,1700,4588,0  ,38981,
32000735771,Telur KHIRKI GORE,Mini Percolation tank,"Reexcavation of Telur KHIRKI GORE,Mouza-Biur",3213010005/WH/14,03-03-2010,41366,724,2376,3570,0  ,48036,
32000738040,BasudebPur MALLICK PUKURA at Ratnapur Mouza.,Strengthening of Embankment,Re-excavation of BasudebPur MALLICK PUKURA at Ratnapur Mouza.,3213010005/WH/18,22-04-2010,0,2025,1446,4588,0  ,8059,
32000738068,"Paharpur CHAND KACHI Pukur,Mouza-Paharpur",Strengthening of Embankment,"Re-excavation of Paharpur CHAND KACHI Pukur,Mouza-Paharpur",3213010005/WH/19,28-06-2010,1616,0,4884,4588,0  ,11088,
32000744862,Telur KAYEL GORE Pukur,Strengthening of Embankment,Re-excavation of Telur KAYEL GORE Pukur at Biur Mouza.,3213010005/WH/26,12-08-2010,4156,0,10255,4580,0  ,18991,
32000744896,ALIPUR AMGORE PUKR(Baro Pukur),Desilting,"Re-excavation of ALIPUR AMGORE PUKR(Baro Pukur), Mouza-Alipur",3213010005/WH/32,27-01-2011,202962,0,6240,0,0  ,209202,
32000730853,Betur Azad Club to Benachupri Khal,Sand Moram,"Imp. of Earthen,Boldur&Moorum Rd. from Betur Azad Club to Benachupri Khal.Mouza-Betur",3213010005/RC/53,01-06-2011,76102,4680,6004,228249.91,0  ,315035.91,
32000741958,ADHIR CH. GHOSH POND at Lalbandh,Strengthening of Embankment,Reexcavation of ADHIR CH. GHOSH POND at Lalbandh Purba Naldanga.,3213010005/WH/24,03-08-2010,1070,0,2685,0,0  ,3755,
32000744935,ALIPUR TALBUNA Pukur,Desilting,Re-excavation of ALIPUR TALBUNA Pukur.,3213010005/WH/35,24-02-2011,29881,0,831,0,0  ,30712,
32000735292,Telur Metegore Pukur,Desilting,"Re-excavation of Telur Metegore Pukur,Mouza-Biur",3213010005/WH/10,03-03-2010,35882,0,1938,0,0  ,37820,
32000735703,BIUR SABUR GORE,Mini Percolation tank,"Re-excavation of BIUR SABUR GORE,Mouza-Biur",3213010005/WH/13,07-05-2010,21195,1134,3051,3565,0  ,28945,
32000744926,Shyamsundarpur(Bhutura) SUNRI Pukur.,Desilting,Re-excavation of Shyamsundarpur(Bhutura) SUNRI Pukur.,3213010005/WH/36,24-02-2011,36755,0,2244,4588,0  ,43587,
32000744917,BETUR SARO PUKUR.,Desilting,Re-excavation of BETUR SARO PUKUR.Mouza-Betur,3213010005/WH/34,24-02-2011,217977,0,7406,4088,0  ,229471,
32000744963,Telur KAYET Gore.,Desilting,Re-excavation of Telur KAYET Gore.,3213010005/WH/40,27-01-2011,71134,0,2161,4080,0  ,77375,
32000744940,Bhutura KHIRKI Pukur.,Desilting,Re-excavation of Bhutura KHIRKI Pukur.,3213010005/WH/37,11-03-2011,36298,0,1498,4588,0  ,42384,
32000745013,Betur RANI GORE Pukur.,Excavation,Re-excavation of Betur RANI GORE Pukur.Mouza-Betur,3213010005/WH/46,23-12-2011,137474,0,5151,5708,0  ,148333,
32000744987,Danna DILMIDI Pukur.,Desilting,Re-excavation of Danna DILMIDI Pukur.,3213010005/WH/43,24-02-2011,125189,0,3818,0,0  ,129007,
32000745006,MUJAFFAR HOSEN Pond(IBS-Naldanga),Desilting,Re-excavation of MUJAFFAR HOSEN Pond(IBS-Naldanga).,3213010005/WH/45,24-02-2011,212283,0,5553,4588,0  ,222424,
32000752340,Patit Moralbandhi Pukur,Farm Pond,"Re-excavation of Patit Moralbandhi Pukur ,Mouza-Patit Dommahal",3213010005/WH/5,03-03-2010,15799,0,0,0,0  ,15799,
32000752329,Betur SARO Pukur(Phase-II),Excavation,Re-excavation of Betur SARO Pukur(Phase-II).Mouza- Betur,3213010005/WH/49,16-06-2011,243438,0,7264,5700,0  ,256402,
32000752347,Telur GORE Pukur,Excavation,Re-excavation of Telur GORE Pukur . Mouza-Biur,3213010005/WH/50,13-01-2012,40198,0,3977,5700,0  ,49875,
32000745040,Betur BUTEDER Pukur.,Excavation,Re-excavation of Betur BUTEDER Pukur.Mouza-Betur,3213010005/WH/48,16-06-2011,95725,0,2876,4588,0  ,103189,
32000752369,Danna Konnagar PADURI Pukur,Excavation,Re-excavation of Danna Konnagar PADURI Pukur.Mouza-Konnagar,3213010005/WH/52,01-06-2011,268038,0,2760,5700,0  ,276498,
32000752455,Biur ERTEJA MALLICK Pukur.,Excavation,Re-exacavation of Biur ERTEJA MALLICK Pukur.Mouza- Biur,3213010005/WH/59,21-02-2012,164857,0,5194,5700,0  ,175751,
32000752475,Patit MALLICK GORE Pukur,Excavation,Re-excavation of Patit MALLICK GORE Pukur(Patit-Pry.).Mouza-Patit Dommahal,3213010005/WH/61,27-01-2012,195842,0,5598,5700,0  ,207140,
32000745030,Alipur HANRI Pukur(Phase-II).,Excavation,Re-excavation of Alipur HANRI Pukur(Phase-II).Mouza-Alipur,3213010005/WH/47,13-01-2012,375393,0,11895,5708,0  ,392996,
32000825867,MUSALMAN HENDO PUKUR,Desilting,re-excavation of MUSALMAN HENDO PUKUR at Betur Mouza.,3213010005/WC/1942,26-03-2009,114597,0,0,6432,0  ,121029,
32000825888,Chapra Pukur,Desilting,Re-excavation of Chapra Pukur at Telur Mouza.,3213010005/WC/1944,26-03-2009,206490,0,0,8088,0  ,214578,
32000744998,Re-excavation of LALTU GHOSH Pukur.(Lalbandh),Desilting,Re-excavation of LALTU GHOSH Pukur.(Lalbandh),3213010005/WH/44,11-03-2011,104225,0,3159,4588,0  ,111972,
32000825926,Mujibar Rahaman Tarafdar Pukur,Mini Percolation tank,"Embankment of Mujibar Rahaman Tarafdar Pukur,Mouza-Alipur.",3213010005/WC/1949,16-12-2010,21894,0,1482,4588,0  ,27964,
32000744980,Biur BANPUKUR.,Desilting,Re-excavation of Biur BANPUKUR.,3213010005/WH/42,11-03-2011,120870,0,3752,0,0  ,124622,
32000825967,ALIPUR GOYALA Pukur( Part-II ),Sunken Pond,Re-excavation of ALIPUR GOYALA Pukur( Part-II ).Mouza-Betur,3213010005/WC/1952,14-07-2011,181974,0,4836,0,0  ,186810,
32000825981,Alipur Do-Simla Pukur,Excavation,Re-Excavation Of Alipur Do-Simla Pukur Sanskar,3213010005/WC/522,30-04-2007,7017,0,0,0,0  ,7017,
32000826001,Biur Hedo Pukur,Excavation,Re-Excavation Of Biur Hedo Pukur Sanskar,3213010005/WC/524,02-03-2008,12840,0,0,0,0  ,12840,
32001645777,House Bulding,IAY Houses,Const. of 06 Nos IAY House at Telur Pry. Sansad under MGNREGS for FY -2014-15,3213010005/IF/34040931772,31-07-2015,43848,0,0,0,0  ,43848,
32000826017,nala from bhajan manik shop to chandragore,Excavation,Re- excavation of nala from bhajan manik shop to chandragore,3213010005/WC/Beur Betur,19-02-2007,0,0,0,0,0  ,0,
32001645859,IAY House Buiding,Houses (State Scheme),Const. of 8 Nos IAY Houses at Naldanga Sansad under MGNREGS for FY-2014-15,3213010005/IF/34040933204,31-07-2015,58464,0,0,0,0  ,58464,
32000825938,Alipur AMGORE Pukur,Farm Pond,Re-excavation of Alipur AMGORE Pukur.Mouza-Alipur,3213010005/WC/1950,06-06-2011,81625,0,2535,3588,0  ,87748,
32001645974,IAY House Bulding,IAY Houses,Const. of 07 Nos IAY Houses at Sukhsayer Sansad under MGNREGS for FY-2014-15,3213010005/IF/34040933211,27-07-2015,51156,0,0,0,0  ,51156,
