scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3201009008/IF/IAY/4117222,16-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4335122 ,19170,0,18810,0,26-06-2020,18810,0,0,0,0  ,18810,
3201009008/IF/IAY/3723023,11-04-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5343541 ,18360,0,17544,0,24-02-2020,17544,0,0,0,0  ,17544,
3201009008/IF/IAY/4117430,11-04-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3805442 ,18360,0,19170,0,10-06-2020,19170,0,0,0,0  ,19170,
3201009008/IF/IAY/4637597,16-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5345483 ,19170,0,19170,0,03-01-2021,19170,0,0,0,0  ,19170,
3201009008/IF/321002041055962,14-05-2022,Banana Cultivation on the L/O Bijoy Mondal  at Chapra Dignagar. ,117989.22,3273.35,64022,3000,13-12-2019,64022,0,0,3000,0  ,67022,
3201009008/IF/IAY/4637346,16-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1878685 ,18360,0,18744,0,06-01-2021,18744,0,0,0,0  ,18744,
3201009008/IF/IAY/963445,20-05-2019,Construction of IAY House -IAY REG. NO. WB1663179 ,15840,0,13896,0,12-01-2017,13896,0,0,0,0  ,13896,
3201009008/IF/IAY/4117372,30-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3445765 ,19170,0,18864,0,10-06-2020,18864,0,0,0,0  ,18864,
3201009008/WC/704010342096,18-06-2018,Excavation of Farm Pond on the Land of Madan Mohan Biswas at Madhyam Hatishala ,170280,12610,146880,11990,18-01-2018,146880,0,9990,2000,0  ,158870,
3201009008/IF/IAY/4117470,17-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591791 ,19170,0,18864,0,10-06-2020,18864,0,0,0,0  ,18864,
3201009008/IF/IAY/4117519,12-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2768257 ,19170,0,19170,0,30-06-2020,19170,0,0,0,0  ,19170,
3201009008/IF/IAY/4117537,27-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2792021 ,19170,0,19044,0,24-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/4117529,13-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4830341 ,19170,0,18810,0,04-08-2020,18810,0,0,0,0  ,18810,
3201009008/IF/IAY/4117514,27-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3621194 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/4117394,17-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3755850 ,19170,0,18864,0,10-06-2020,18864,0,0,0,0  ,18864,
3201009008/IF/IAY/4117584,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3737647 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/4117512,12-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2940298 ,19170,0,19170,0,30-06-2020,19170,0,0,0,0  ,19170,
3201009008/WC/704010378941,14-07-2020,Excavation of a Farm Pond on the L/O Subas Biswas at Uttar Hatishala under Dignagar Gram Panchayet ,76900.88,3000,75990,7297.5,28-09-2018,75990,0,4297.5,3000,0  ,83287.5,
3201009008/IF/IAY/4117517,12-11-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2715368 ,19170,0,19170,0,10-06-2020,19170,0,0,0,0  ,19170,
3201009008/WC/704010339547,05-08-2020,Excavation of a farm pond on the L/O Sambhucharan Ghosh at Modakpara ,122400,9790,112680,6050,15-12-2017,112680,0,4050,2000,0  ,118730,
3201009008/IF/IAY/4117389,30-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2757807 ,19170,0,17106,0,26-06-2020,17106,0,0,0,0  ,17106,
3201009008/WC/321002040868887,05-08-2020,Excavation of a Farm Pond of Dignagar Gram Panchayet at Chabighata & Singerpara under Dignagar GP. ,278168.84,3000,275170,10600.5,18-09-2019,275170,0,10600.5,0,0  ,285770.5,
3201009008/RC/320201060512369,14-07-2020,Construction of Cement Concrete Road with Earth Work from the H/O Basudeb Biswas to H/O Basanti Bisw ,15089,232974,12606,217133.92,04-02-2019,12606,8404,5348,203381.92,0  ,229739.92,
3201009008/WC/704010374652,05-08-2020,Excavation of a Farm Pond on the L/O Laxmi Rani Biswas at Uttar Hatishala under Dignagar Gram Pancha ,637454.63,3000,584147,42250.5,19-09-2018,584147,0,39250.5,3000,0  ,626397.5,
3201009008/RC/320201060512279,14-07-2020,Construction of Cement Concrete Road with Earth Work from the H/O Subhas Biswas to H/O Lakshman Adhi ,13370,206871,13370,200186.73,04-02-2019,13370,5411,9995,184780.73,0  ,213556.73,
3201009008/IF/IAY/4117566,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3433455 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/RC/320201060512330,14-08-2020,Construction of Cement Concrete Road with Earth Work from the H/O Lakshman Adhikary to H/O Basudeb B ,13370,206871,13370,200186.73,04-02-2019,13370,0,15406,184780.73,0  ,213556.73,
3201009008/RC/320201060435293,05-08-2020,Construction of Jhama Bats road including earth work from the h/oMadan Ghosh to the Paddey field of  ,182700,182104,100197,137987,02-02-2018,100197,2226,8908,126853,0  ,238184,
3201009008/RC/320201060431118,03-08-2020,Construction of Jhama Bats road including earth work from the h/o Madhu Ghosh to the Paddey field of ,273780,353038,211360,155506,19-12-2017,211360,0,14580,140926,0  ,366866,
3201009008/WC/704010378890,05-08-2020,"Excavation of Farm Pond on the L/O Padma Debnath, Bidyut Debnath & Mintu Debnath at Jiolgari under D ",460365.47,3000,397440,31077,27-09-2018,397440,0,28077,3000,0  ,428517,
3201009008/RC/320201060428022,03-08-2020,Construction of Jhama Bats road including earth work form the h/o Manik Mandal to Paddey field of Bi ,159120,221710,142066,174823.2,22-11-2017,142066,1146,11248,162429.2,0  ,316889.2,
3201009008/IF/IAY/3334447,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4812521 ,18360,0,15478,0,15-01-2020,15478,0,0,0,0  ,15478,
3201009008/IF/IAY/3334450,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2342133 ,18360,0,15478,0,04-02-2020,15478,0,0,0,0  ,15478,
3201009008/IF/IAY/4117567,13-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4702341 ,19170,0,18810,0,26-06-2020,18810,0,0,0,0  ,18810,
3201009008/IF/IAY/4117391,17-08-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3628671 ,19170,0,18864,0,10-06-2020,18864,0,0,0,0  ,18864,
3201009008/IF/IAY/3334452,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2323532 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334443,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3253665 ,18360,0,17518,0,04-02-2020,17518,0,0,0,0  ,17518,
3201009008/IF/IAY/3334441,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1896423 ,18360,0,18152,0,15-01-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334439,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3969192 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334445,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3931674 ,18360,0,18334,0,04-02-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3334437,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3281665 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334436,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1335477 ,18360,0,18334,0,04-02-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3334442,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2346639 ,18360,0,18334,0,04-02-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3334435,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3296273 ,18360,0,17336,0,04-02-2020,17336,0,0,0,0  ,17336,
3201009008/IF/IAY/3334433,29-10-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2353974 ,17190,0,18360,0,04-02-2020,18360,0,0,0,0  ,18360,
3201009008/IF/IAY/3334446,01-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5311512 ,17190,0,17136,0,15-01-2020,17136,0,0,0,0  ,17136,
3201009008/IF/IAY/3334432,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2308567 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334431,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2367012 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3334430,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248564 ,18360,0,18334,0,04-02-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3334434,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3252529 ,18360,0,18334,0,15-01-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3334438,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3296433 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3301193,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4381449 ,18360,0,17970,0,26-11-2019,17970,0,0,0,0  ,17970,
3201009008/IF/IAY/3334428,11-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3300099 ,18360,0,18334,0,04-02-2020,18334,0,0,0,0  ,18334,
3201009008/IF/IAY/3244490,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4957337 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244488,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4604214 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3334429,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3287944 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3301194,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5320412 ,18360,0,17970,0,26-11-2019,17970,0,0,0,0  ,17970,
3201009008/IF/IAY/3244478,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5382464 ,18360,0,17970,0,26-11-2019,17970,0,0,0,0  ,17970,
3201009008/IF/IAY/3244485,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4989911 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244470,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4372526 ,18360,0,17788,0,26-11-2019,17788,0,0,0,0  ,17788,
3201009008/IF/IAY/3334440,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2340248 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3244481,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5335417 ,18360,0,17788,0,26-11-2019,17788,0,0,0,0  ,17788,
3201009008/IF/IAY/3244439,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4491122 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244465,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5534982 ,17190,0,17354,0,26-11-2019,17354,0,0,0,0  ,17354,
3201009008/IF/IAY/3244433,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4349900 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244456,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3859197 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/RC/320201060512267,14-07-2020,Construction of Cement Concrete Road with Earth Work from the H/O Bikash Mondal to H/O Subhas Biswas ,13370,206872,13370,200060.73,04-02-2019,13370,0,15280,184780.73,0  ,213430.73,
3201009008/IF/IAY/3244436,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5638402 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244409,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3852263 ,18360,0,17762,0,26-11-2019,17762,0,0,0,0  ,17762,
3201009008/IF/IAY/3244426,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5390593 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244404,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2346145 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3334444,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3127244 ,18360,0,18152,0,04-02-2020,18152,0,0,0,0  ,18152,
3201009008/IF/IAY/3244450,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3863333 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244390,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5297229 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244394,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5355380 ,18360,0,17762,0,26-11-2019,17762,0,0,0,0  ,17762,
3201009008/IF/IAY/3244444,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4908155 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244383,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5327415 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/RC/320201060428012,03-08-2020,Construction of Jhama Bats road including earth work form the h/o Nimai Nayek to Paddey field of Bis ,222300,308206,172742,107428.46,22-11-2017,172742,720,11070,95638.46,0  ,280170.46,
3201009008/IF/IAY/3244377,27-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5357493 ,18360,0,16772,0,26-11-2019,16772,0,0,0,0  ,16772,
3201009008/IF/IAY/3244403,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4340136 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244366,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591998 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244347,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4939761 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244341,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2819560 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244406,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3475469 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244343,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4521393 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244356,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4370615 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244323,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3930883 ,18360,0,15216,0,26-11-2019,15216,0,0,0,0  ,15216,
3201009008/IF/IAY/3244360,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4906436 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244319,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4935042 ,18360,0,17606,0,28-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244351,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4943270 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244370,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3823822 ,18360,0,17944,0,26-11-2019,17944,0,0,0,0  ,17944,
3201009008/IF/IAY/3244303,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5720940 ,18360,0,17788,0,26-11-2019,17788,0,0,0,0  ,17788,
3201009008/IF/IAY/3244421,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4592075 ,18360,0,17736,0,26-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/3244304,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5385508 ,18360,0,17788,0,28-11-2019,17788,0,0,0,0  ,17788,
3201009008/IF/IAY/3244313,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4935672 ,18360,0,17606,0,26-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244269,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5153349 ,18360,0,17632,0,26-11-2019,17632,0,0,0,0  ,17632,
3201009008/IF/IAY/3244263,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4347619 ,18360,0,17606,0,26-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244300,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2210687 ,18360,0,17606,0,06-12-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244254,02-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5009359 ,18360,0,17619,0,28-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244253,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5358004 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244241,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4888865 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244289,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4945137 ,18360,0,17606,0,26-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244229,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5257203 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244235,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4929298 ,18360,0,17619,0,28-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244275,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5308734 ,18360,0,17606,0,28-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244213,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3723047 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/RC/320201060553988,31-05-2021,Construction of Cement Concrete Road with Earth Work from H/o Sadhan Biswas to H/o Paresh Kanti Bisw ,3565.3,65826.72,3863,5252.5,26-02-2020,3863,0,5252.5,0,0  ,9115.5,
3201009008/RC/320201060550458,31-05-2021,Construction of Cement Concrete Road with Earth Work from L/O Anil Biswas to H/O Jayanti Ghosh at Ut ,20692.01,244561.36,21203,19278,20-02-2020,21203,0,19278,0,0  ,40481,
3201009008/IF/IAY/3244227,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2264227 ,18360,0,17619,0,06-12-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244225,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2587265 ,18360,0,17788,0,28-11-2019,17788,0,0,0,0  ,17788,
3201009008/RC/320201060550452,31-05-2021,Construction of Cement Concrete Road with Earth Work from h/o Bijoy Biswas to h/o  Sridam Roy at Utt ,34766.37,109443.86,8555,8466,05-02-2020,8555,0,8466,0,0  ,17021,
3201009008/IF/IAY/4117757,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4908348 ,19170,0,19044,0,10-07-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/4117753,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3446837 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/RC/320201060550456,31-05-2021,Construction of Cement Concrete Road with Earth Work from N.H 34 to h/o Subhra Pal Das at Uttar Hati ,6231.84,82214.64,5903,5406,05-02-2020,5903,0,5406,0,0  ,11309,
3201009008/IF/IAY/4117751,13-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5196812 ,19170,0,18810,0,26-06-2020,18810,0,0,0,0  ,18810,
3201009008/IF/IAY/4117741,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3404420 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/3244207,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5511633 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244327,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4943375 ,18360,0,17736,0,28-11-2019,17736,0,0,0,0  ,17736,
3201009008/IF/IAY/4117745,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5105661 ,19170,0,19044,0,10-07-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/3244200,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3740570 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244198,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5385554 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244205,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3845532 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244314,05-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5313759 ,18360,0,17606,0,26-11-2019,17606,0,0,0,0  ,17606,
3201009008/IF/IAY/3244195,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4625623 ,18360,0,17619,0,28-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/3244193,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3868631 ,18360,0,17801,0,26-11-2019,17801,0,0,0,0  ,17801,
3201009008/IF/IAY/3244201,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5358158 ,18360,0,17619,0,28-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/4117733,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3406296 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/3244185,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3487356 ,18360,0,17619,0,26-11-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/4117725,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2558778 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/3244186,07-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2306972 ,18360,0,17619,0,06-12-2019,17619,0,0,0,0  ,17619,
3201009008/IF/IAY/4117716,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4625610 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
3201009008/IF/IAY/4117714,02-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2524094 ,19170,0,19044,0,10-06-2020,19044,0,0,0,0  ,19044,
