scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3216014001/IF/IAY/2215326,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4957100 ,20-10-2018,17190,0,16426,0,21-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2215151,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5451660 ,20-10-2018,17190,0,12033,0,21-03-2018,12033,0,0,0,0  ,12033,
3216014001/IF/IAY/2215067,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5373417 ,20-10-2018,17190,0,16808,0,20-02-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2214878,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5228949 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2215126,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5426971 ,20-10-2018,17190,0,16426,0,05-02-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2215542,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5190243 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2215136,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5437406 ,13-02-2019,17190,0,17190,0,21-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2214712,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5150742 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2215703,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5458899 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2214687,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5134742 ,13-02-2019,17190,0,17190,0,23-02-2018,17190,0,0,0,0  ,17190,
3216014001/WC/321002040904797,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD II III IX UNDER ASHUTI I GRAM PANCHAYAT ,09-08-2021,440399.26,3000,336600,0,14-08-2020,336600,0,0,0,0  ,336600,
3216014001/IF/IAY/2214713,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5150950 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2214316,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4850663 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2215343,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4982196 ,20-11-2018,17190,0,15471,0,21-03-2018,15471,0,0,0,0  ,15471,
3216014001/IF/IAY/2214390,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4896202 ,13-02-2019,17190,0,17190,0,21-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2215558,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5208668 ,13-02-2019,17190,0,17190,0,21-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2214693,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5140776 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2215495,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5773516 ,13-02-2019,17190,0,17190,0,21-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2214145,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4257935 ,20-10-2018,17190,0,16426,0,20-02-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2213358,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3897070 ,20-10-2018,17190,0,12224,0,07-03-2018,12224,0,0,0,0  ,12224,
3216014001/IF/IAY/2213755,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4069660 ,20-10-2018,17190,0,16808,0,20-02-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2213287,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4119626 ,20-10-2018,17190,0,16808,0,20-02-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2213257,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3867336 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2213253,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3865146 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2213359,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3897079 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2212763,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3896295 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2212762,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3896258 ,20-10-2018,17190,0,16426,0,20-02-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/4801978,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4083944 ,09-12-2021,19170,0,15975,0,31-12-2020,15975,0,0,0,0  ,15975,
3216014001/IF/IAY/4675661,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4817576 ,09-08-2021,18360,0,9585,0,31-12-2020,9585,0,0,0,0  ,9585,
3216014001/IF/IAY/2214502,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4397407 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/4334608,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5451664 ,09-08-2021,18360,0,9585,0,10-05-2020,9585,0,0,0,0  ,9585,
3216014001/IF/IAY/4312515,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4979493 ,09-08-2021,18360,0,9585,0,10-05-2020,9585,0,0,0,0  ,9585,
3216014001/IF/IAY/4259505,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1199924 ,09-08-2021,18360,0,9585,0,10-05-2020,9585,0,0,0,0  ,9585,
3216014001/IF/IAY/2214192,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4743802 ,17-08-2018,17190,0,15280,0,20-02-2018,15280,0,0,0,0  ,15280,
3216014001/WC/321002040904796,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD I UNDER ASHUTI I GRAM PANCHAYAT ,12-09-2021,433087,3000,332520,0,14-08-2020,332520,0,0,0,0  ,332520,
3216014001/IF/IAY/4227101,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2405427 ,09-08-2021,18360,0,19170,0,28-07-2020,19170,0,0,0,0  ,19170,
3216014001/IF/321002041200895,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Maity sand III ,12-09-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/321002041200893,Reconstruction of House under SDRF post AMPHAN of beneficiary Dilip Naskar sand VIII ,12-09-2021,165240,0,104040,0,16-06-2020,104040,0,0,0,0  ,104040,
3216014001/IF/321002041200891,Reconstruction of House under SDRF post AMPHAN of beneficiary Sukhen Naskar sand VIII ,09-04-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041200886,Reconstruction of House under SDRF post AMPHAN of beneficiary Samim Molla and Other 9 at sand IX ,09-08-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/IAY/4320470,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4750570 ,09-08-2021,18360,0,9585,0,10-05-2020,9585,0,0,0,0  ,9585,
3216014001/IF/321002041200869,Reconstruction of House under SDRF post AMPHAN of beneficiary Kashinath Naskar and Other9 at sand IV ,12-09-2021,165240,0,138720,0,16-06-2020,138720,0,0,0,0  ,138720,
3216014001/IF/IAY/2540425,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2365246 ,09-04-2021,17190,0,14325,0,08-09-2019,14325,0,0,0,0  ,14325,
3216014001/IF/321002041200866,Reconstruction of House under SDRF post AMPHAN of benefiary Bibhas Roy and Other 9 at sand XI ,09-06-2021,165240,0,143820,0,16-06-2020,143820,0,0,0,0  ,143820,
3216014001/IF/321002041167794,Reconstruction of House under SDRF post AMPHAN of beneficiary Mantu Maity and Others 8 at sand VI ,09-04-2021,165240,0,149940,0,16-06-2020,149940,0,0,0,0  ,149940,
3216014001/IF/IAY/2858898,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3503123 ,20-03-2020,17190,0,17190,0,03-10-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2213905,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4166313 ,13-02-2019,17190,0,17190,0,20-02-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2212754,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3895828 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2212732,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3884364 ,20-10-2018,17190,0,12033,0,07-03-2018,12033,0,0,0,0  ,12033,
3216014001/IF/IAY/2212712,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3881726 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2212710,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3881204 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/321002041167797,Reconstruction of House under SDRF post AMPHAN of beneficiary Utpal Bagani and Others 8 at sand V ,12-09-2021,165240,0,138720,0,16-06-2020,138720,0,0,0,0  ,138720,
3216014001/IF/IAY/2212687,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3875840 ,20-03-2019,17190,0,15853,0,07-03-2018,15853,0,0,0,0  ,15853,
3216014001/IF/IAY/2212648,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3460453 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/321002041200879,Reconstruction of House under SDRF post AMPHAN of beneficiary Sanjib Sardar sand III ,12-09-2021,165240,0,86700,0,16-06-2020,86700,0,0,0,0  ,86700,
3216014001/IF/IAY/2212663,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3867471 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2211426,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2938962 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2212594,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3837258 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2210632,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2604451 ,13-02-2019,17190,0,17190,0,05-02-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2210988,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2708148 ,20-10-2018,17190,0,16426,0,21-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2210574,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2589269 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2210056,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2454351 ,20-10-2018,17190,0,16426,0,20-02-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2209314,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2414729 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2209137,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2364715 ,20-11-2018,17190,0,9550,0,07-03-2018,9550,0,0,0,0  ,9550,
3216014001/IF/IAY/2206756,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1807330 ,13-02-2019,17190,0,17190,0,20-02-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2206062,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1502096 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2209258,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2402695 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/321002041167788,Reconstruction of House under SDRF post AMPHAN of beneficiary Manas RoyNaskar and Others8at sand VII ,12-09-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/321002041167791,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Naskar and Others 8 at sand VII ,12-09-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/IAY/2212016,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3502860 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167785,Reconstruction of House under SDRF post AMPHAN of beneficiary Gajen Mondal and Others 8 at sand V ,09-04-2021,165240,0,154020,0,16-06-2020,154020,0,0,0,0  ,154020,
3216014001/IF/IAY/2214180,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4733959 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/321002041167777,Reconstruction of House under SDRF post AMPHAN of beneficiary Kabita Naskar and Others 8 at sand II ,30-08-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041167781,Reconstruction of House under SDRF post AMPHAN of beneficiary Gobinda Mondal and Others 8 at sand II ,09-08-2021,165240,0,148920,0,16-06-2020,148920,0,0,0,0  ,148920,
3216014001/IF/321002041167768,Reconstruction of House under SDRF post AMPHAN of beneficiary Pradip Das and Others 8 at sand X ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/IAY/2213769,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4074209 ,13-02-2019,17190,0,17190,0,20-02-2018,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167766,Reconstruction of House under SDRF post AMPHAN of beneficiary Soma Roy Naskar and Other 8 at sandVII ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/IAY/2858895,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2875847 ,20-03-2020,17190,0,17190,0,22-10-2019,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167774,Reconstruction of House under SDRF post AMPHAN of beneficiary Sabita Naskar and Others 8 at sand II ,12-09-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041167771,Reconstruction of House under SDRF post AMPHAN of beneficiary Kajal Bhatacharya and Other 8at sandII ,12-09-2021,165240,0,96900,0,16-06-2020,96900,0,0,0,0  ,96900,
3216014001/IF/321002041167780,Reconstruction of House under SDRF post AMPHAN of beneficiary Sumitra Karmakar and Other8 at sand II ,12-09-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/IAY/2540811,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2967882 ,26-02-2020,17190,0,16235,0,08-09-2019,16235,0,0,0,0  ,16235,
3216014001/IF/IAY/2540809,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1210215 ,26-02-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2858894,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3446144 ,20-03-2020,17190,0,17190,0,03-10-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2540795,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3721228 ,20-03-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2201233,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3835986 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2200950,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3548812 ,20-10-2018,17190,0,16426,0,21-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2200952,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3550117 ,18-11-2018,17190,0,12988,0,07-03-2018,12988,0,0,0,0  ,12988,
3216014001/IF/IAY/4227083,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3544675 ,09-08-2021,18360,0,19170,0,10-05-2020,19170,0,0,0,0  ,19170,
3216014001/IF/IAY/2200894,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3535034 ,20-10-2018,17190,0,14898,0,05-02-2018,14898,0,0,0,0  ,14898,
3216014001/IF/IAY/2200146,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3461075 ,20-10-2018,17190,0,16426,0,05-02-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2858897,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2704375 ,20-03-2020,17190,0,17190,0,03-10-2019,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167757,Reconstruction of House under SDRF post AMPHAN of beneficiary Utpal Naskar and Others 8 at sand I ,12-09-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/IAY/2205620,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1000554 ,24-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/321002041167755,Reconstruction of House under SDRF post AMPHAN of beneficiary  Masum Ali Molla and Other 8 at sand X ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041167753,Reconstruction of House under SDRF post AMPHAN of beneficiary Niranjan Roy and Others  at sand X ,09-08-2021,165240,0,156060,0,16-06-2020,156060,0,0,0,0  ,156060,
3216014001/IF/321002041167745,Reconstruction of House under SDRF post AMPHAN of beneficiary Paritosh Naskar and Others 8 at sand I ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041167741,Reconstruction of House under SDRF post AMPHAN of beneficiary Ashok Naskar and Others 8 at sand I ,09-08-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041167733,Reconstruction of House under SDRF post AMPHAN of beneficiary Arun Mondal and Others  at sand I ,12-09-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041167722,Reconstruction of House under SDRF post AMPHAN of beneficiary Jamuna Mondal and Others 8 at sand VI ,12-09-2021,165240,0,163200,0,16-06-2020,163200,0,0,0,0  ,163200,
3216014001/IF/321002041167738,Reconstruction of House under SDRF post AMPHAN of beneficiary Nirmal Pramanic and Others 8 at sand I ,12-09-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/IAY/2213356,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3897015 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167712,Reconstruction of House under SDRF post AMPHAN of beneficiary Subhasis Kayal and Others 8 at sand VI ,12-09-2021,165240,0,153000,0,16-06-2020,153000,0,0,0,0  ,153000,
3216014001/IF/321002041159974,Reconstruction of House under SDRF post AMPHAN of beneficiary Mallika Sardar and Others 8 at sand X ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041159971,Reconstruction of House under SDRF post AMPHAN of beneficiary Biplab Sardar and Others 8 at sand X ,09-08-2021,165240,0,128520,0,16-06-2020,128520,0,0,0,0  ,128520,
3216014001/IF/321002041159967,Reconstruction of House under SDRF post AMPHAN of beneficiary Saswata Naskar and Others 8 at sand X ,09-08-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/IAY/2540806,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3694063 ,20-03-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/321002041167719,Reconstruction of House under SDRF post AMPHAN of beneficiary Subrata Kayal and Others 8 at sand VI ,12-09-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041159945,Reconstruction of House under SDRF post AMPHAN of beneficiary Swapan Das and Other 8 at sand VI ,12-09-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041159956,Reconstruction of House under SDRF post AMPHAN of beneficiary Ramen Mondal and Others 8 at sand VI ,12-09-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/321002041153780,Reconstruction of House under SDRF post AMPHAN of beneficiary Subir Mondal Other 8 at sand VI ,12-09-2021,165240,0,165240,0,16-06-2020,165240,0,0,0,0  ,165240,
3216014001/IF/IAY/2540768,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5426385 ,12-02-2020,17190,0,15280,0,08-09-2019,15280,0,0,0,0  ,15280,
3216014001/IF/IAY/2200629,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3439193 ,20-10-2018,17190,0,16426,0,07-03-2018,16426,0,0,0,0  ,16426,
3216014001/IF/IAY/2200271,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3507924 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2540748,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5208661 ,26-02-2020,17190,0,16235,0,08-09-2019,16235,0,0,0,0  ,16235,
3216014001/IF/IAY/2540727,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2935021 ,01-01-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2540708,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2024581 ,20-01-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2858896,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1511636 ,20-03-2020,17190,0,17190,0,27-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2540737,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5436932 ,12-02-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2540745,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5349886 ,27-02-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2540680,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2059623 ,01-01-2020,17190,0,17190,0,08-09-2019,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2199106,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2949702 ,20-10-2018,17190,0,16808,0,07-03-2018,16808,0,0,0,0  ,16808,
3216014001/IF/IAY/2198670,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2966872 ,13-02-2019,17190,0,17190,0,07-03-2018,17190,0,0,0,0  ,17190,
3216014001/IF/IAY/2198923,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2889385 ,20-10-2018,17190,0,16426,0,05-02-2018,16426,0,0,0,0  ,16426,
