scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3201009012/RS/34041075715,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND DOLI BIBI AT SHYAMNA ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075700,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND CHHABA  BIBI AT SHYA ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075735,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND HASINA BIBI AT SHYAM ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075698,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND CHAINA BIBI AT SHYAM ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074981,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND BARNALI SARDER AT BR ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075697,01-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND CHABI MALLICK AT  ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074766,27-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ANORA BIBI AT UTTAR  ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075709,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND DHULU BIBI AT SHYAMN ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075693,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND BINA BISWAS AT GANGA ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074751,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND AKILA BIBI AT UTTAR  ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074757,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND AMIRAN BIBI AT KASHI ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074743,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ACHLEMA BIBI AT UTTA ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074761,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ANIMA DAS AT SHYAMPU ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074663,01-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SABARI MAL AT USHIDPUR  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074656,12-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SAHANARA KHATUN AT UTTAR AMGHATA  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074657,04-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SAHANAJ BIBI AT SHYAMNAGAR  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074145,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAHEDA  BIBI AT SHYA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074669,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ABIRAN BIBI AT SHYAM ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074141,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAHIDA BIBI AT BRAHM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074653,04-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SAHATAN BIBI AT SHYAMNAGAR  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074658,04-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SAFIWARA BIBI  AT SHYAMNAGAR  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074655,12-02-2019,CONSTRUCTION OG LIQUID SOILD WASTE MANAGEMENT AT THE LAND SAHANUR BEWA AT UTTAR AMGHATA  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074140,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAHIDA BIBI AT SHYAM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074765,04-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ANNAPURNA GHOSH AT U ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074135,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAKHI SONA BIBI AT S ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074769,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ARJILA BIBI AT UTTAR ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074138,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAINUR BIBI AT SHYAM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074770,12-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND ARJINA BIBI AT UTTAR ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074136,27-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAKERA BIBI AT BRAHM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041075720,01-02-2019,CONSTRUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND EHENA MAL AT USHIDPU ,720,0,720,0,17-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073648,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SURADHANI GHOSH AT U ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074131,12-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SAMIRAN BEWA AT UTTA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073647,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SURAJA BIBI AT BRAHM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073726,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SARJINA BEWA AT BRAH ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073724,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SHEFALI BISWAS AT SH ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073725,12-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SHABANU BIBI AT UTTA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073719,27-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SONA BEWA AT UTTAR A ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073717,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SONNA BIBI AT SHYAMN ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041074132,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SALIA BIBI AT SHYAMN ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073694,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SUMITRA GHOSH AT SHY ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073441,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAINA BIBI AT SHYAMN ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073448,13-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND TAPAN MONDAL AT GANG ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073696,12-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND SUKURANI BIBI AT UTT ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073439,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAHILA BIBI AT SHYAM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072871,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND LATIFA BIBI AT BRAHM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073442,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAJIDA BIBI AT BRAHM ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041073450,27-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND TAHIMA BIBI AT UTTAR ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072743,04-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JAHERA BIBI AT BRAHMA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072831,31-01-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JOHARA BEWA AT USHIDP ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072738,13-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JABEDA BEWA AT UTTAR  ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072737,01-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JABEDA BIBI AT USHIDP ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072735,04-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND INAT ALI SK AT BRAHMA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072739,04-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JAHENA BIBI AT BRAHMA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072747,01-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND JAMUNA MAL AT USHIDPU ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072731,04-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MANJU BIBI AT SHYAMNA ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072730,12-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MONO BIBI AT UTTAR AM ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072727,13-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MANU BIBI AT USHIDPUR ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072729,12-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MANORA BEWA AT UTTAR  ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072878,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND LUTFA BIBI AT BRAHMA ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072841,04-02-2019,CONSTRUCTION OF LIQUID SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND KAMALA SARKAR AT BRAH ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072877,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND LAXMI SARDER AT BRAH ,720,0,720,0,26-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072228,31-01-2019,CONSTRUCTION OF LIQUIED SOILD MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAYA MAL AT USHIDPUR ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072230,12-02-2019,CONSTRUCTION OF LIQUIED SOILD MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MARJINA BIBI  AT UTTAR AMG ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072229,12-02-2019,CONSTRUCTION OF LIQUIED SOILD MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAYA SARKAR AT GANGABASH ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041071409,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND NAJENA BEWA AT SHYAM ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072225,04-02-2019,CONSTRUCTION OF LIQUIED SOILD MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MILATAN BIBI AT BRAHMANAGA ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041071404,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND NASIMA BIBI AT BRAHM ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041071389,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND NURJAHAN BIBI AT SHA ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041071408,31-01-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND NAJIMA BIBI AT USHID ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041071393,04-02-2019,CONSTDUCTION OF LIQUIED SOILD WASTE MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND NILABATI SARDER AT B ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
3201009012/RS/34041072227,31-01-2019,CONSTRUCTION OF LIQUIED SOILD MANAGEMENT SYSTEM PMAY BUILDING AT THE LAND MAYNA BIBI AT USHIDPUR ,720,0,720,0,30-10-2017,720,0,0,0,0  ,720,
