scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
(3211010006/IF/IAY/4526807),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4107317 ,12/07/2022 ,18360 ,0 ,19170 ,0 ,04/08/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4527121),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4315151 ,12/07/2022 ,18360 ,0 ,19170 ,0 ,04/08/2020,19170,0,0,0,0  ,19170,
(3211010006/DP/34041029761),70503 Social Forestry from Narikeldaha Keleghai to Narikeldaha Puldhar ,22/06/2018 ,93090 ,56381 ,9596 ,10820.04 ,21/08/2015,9596,0,0,10820.04,0  ,20416.04,
(3211010006/IF/IAY/4528124),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3799984 ,25/04/2022 ,18360 ,0 ,18957 ,0 ,03/09/2020,18957,0,0,0,0  ,18957,
(3211010006/DP/34041029775),70502 Social Forestry from Narikeldaha Keleghai to Narikeldaha Puldhar ,22/06/2018 ,93090 ,56381 ,9596 ,10820.04 ,21/08/2015,9596,0,0,10820.04,0  ,20416.04,
(3211010006/DP/22012034432672),60506 Social forestry from Ashoke Paria house to Amal Barai house of  Soudamini Karan ,01/06/2021 ,38582 ,19100 ,11269 ,16700 ,22/06/2018,11269,0,0,16700,0  ,27969,
(3211010006/IC/320201060457994),30301 Re-Excavation of  Jadurchak Khal ,14/01/2022 ,213795.14 ,2500 ,213154 ,2500 ,02/03/2020,213154,0,0,2500,0  ,215654,
(3211010006/IF/321002041017994),030807 Creation Betelvine plantation of Jhantu Jana ,16/07/2021 ,60206.73 ,67329.9 ,61378 ,68968 ,29/02/2020,61378,6120,0,62848,0  ,130346,
(3211010006/IF/321002041018709),"06060836 Plantation of Mango,Guava,Lemon Verity of Mamoni Manna ",16/07/2021 ,8484.61 ,5996.84 ,5348 ,0 ,05/11/2019,5348,0,0,0,0  ,5348,
(3211010006/DP/22012034432727),60521  Social forestry from Mahadeb Pal house to Durga Jana Boroj of Sandhya Ghorai (SHG) ,01/06/2021 ,38582 ,19100 ,24141 ,16700 ,22/06/2018,24141,0,0,16700,0  ,40841,
(3211010006/IF/321002041051794),30854 Plantation with land development of  Gosta bihari Kar ,08/06/2021 ,93503.07 ,2144.54 ,83638 ,3948 ,16/12/2019,83638,0,2448,1500,0  ,87586,
(3211010006/IF/321002041017993),030806 Creation Betelvine plantation of Tapan Samanta ,01/06/2021 ,60206.73 ,67329.9 ,65866 ,64684 ,29/02/2020,65866,0,1836,62848,0  ,130550,
(3211010006/IF/321002041068631),20808 Creation Betelvine Plantation of Sisir Maity ,01/06/2021 ,60206.73 ,67329.9 ,57003 ,64378 ,24/02/2020,57003,0,1530,62848,0  ,121381,
(3211010006/IF/321002040846027),30866 Creation Betelvine Plantation of Sukdeb Bhowmik ,01/06/2021 ,70479 ,48300 ,63030 ,56131 ,26/07/2018,63030,3820,4011,48300,0  ,119161,
(3211010006/IF/321002040962222),50836 creation betelvine plantation of saraju maity ,06/08/2021 ,70479 ,48300 ,68951 ,56131 ,22/02/2019,68951,0,7831,48300,0  ,125082,
(3211010006/IF/IAY/4553158),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4978570 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,04/08/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/321002041068284),20806 Creation Betelvine Plantation of Arun Manna ,01/06/2021 ,60206.73 ,67329.9 ,57003 ,64378 ,24/02/2020,57003,918,612,62848,0  ,121381,
(3211010006/IF/IAY/4531424),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3313264 ,14/01/2022 ,18360 ,0 ,15975 ,0 ,24/05/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/PP/787113),70806 Creation Betelvine Plantation  of  Krishna Samanta ,19/07/2021 ,60206.73 ,67329.9 ,42189 ,62848 ,26/02/2020,42189,0,0,62848,0  ,105037,
(3211010006/RC/320201060518491),901603  Strengthening Earthern Road with bats morrum from PWDbandh to Niranjan Barman house with pil ,16/07/2021 ,51379 ,179263 ,55008 ,174603.51 ,16/01/2019,55008,0,0,174603.51,0  ,229611.51,
(3211010006/IF/321002041052450),30855 Plantation with land development of Nantu Bera ,11/08/2021 ,93503.07 ,2144.54 ,92590 ,1500 ,16/12/2019,92590,0,0,1500,0  ,94090,
(3211010006/IF/PP/1164284),"08 Plantation of Mango,Guva,Lemon verity  of Prasanta  Barman ",24/09/2021 ,20343.69 ,2229.2 ,18486 ,0 ,31/08/2020,18486,0,0,0,0  ,18486,
(3211010006/WH/203030418955),80401 Re-excavation of Pond of Narikeldaha Kali Mandir  ,28/06/2019 ,226980 ,15500 ,189360 ,13380 ,30/06/2017,189360,0,11880,1500,0  ,202740,
(3211010006/WH/203030418953),60403 Re-excavation of Pond of Harijeu Mandir of Partha Moni  ,28/06/2019 ,255600 ,15635 ,255060 ,15120 ,24/05/2017,255060,0,15120,0,0  ,270180,
(3211010006/WC/704010383140),6060104 Excavation of Pond of  Swapan Maiti ,09/12/2019 ,111926 ,3000 ,102376 ,8803 ,11/12/2018,102376,0,6303,2500,0  ,111179,
(3211010006/IF/IAY/4525270),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4552874 ,14/01/2022 ,18360 ,0 ,15975 ,0 ,28/05/2020,15975,0,0,0,0  ,15975,
(3211010006/WC/704010383143),6060109 Excavation of Pond of  Pradip Barman & Anup Barman ,13/02/2020 ,121285 ,3000 ,81175 ,7370.5 ,11/12/2018,81175,0,4870.5,2500,0  ,88545.5,
(3211010006/WC/704010382997),50113 Excavation of Pond of  Gourhari Manna ,09/12/2019 ,297769 ,3000 ,224043 ,13465.5 ,11/12/2018,224043,1432.5,12033,0,0  ,237508.5,
(3211010006/WC/704010383132),6060112 Excavation of Pond of  Amal Paria ,09/12/2019 ,121285 ,3000 ,105432 ,6303 ,11/12/2018,105432,0,6303,0,0  ,111735,
(3211010006/WC/704010383135),6060111 Excavation of Pond of  Gopal Maiti ,09/12/2019 ,121285 ,3000 ,119948 ,9376 ,11/12/2018,119948,0,6876,2500,0  ,129324,
(3211010006/WC/704010379677),30109 Excavation of Pond of  Dilip Kumar Samanta ,05/12/2019 ,92826 ,3000 ,92444 ,5443.5 ,26/10/2018,92444,0,5443.5,0,0  ,97887.5,
(3211010006/WC/704010383141),6060114 Excavation of Pond of  Bharat Manna ,09/12/2019 ,121285 ,3000 ,115555 ,6876 ,11/12/2018,115555,0,6876,0,0  ,122431,
(3211010006/WC/704010379676),30122  Excavation of Pond of  Guruprasad Mondal ,05/12/2019 ,211819 ,3000 ,211628 ,15106 ,26/10/2018,211628,0,12606,2500,0  ,226734,
(3211010006/WC/704010379679),30128 Excavation of Pond of  Madhusudan Samanta ,05/12/2019 ,147643 ,3000 ,147261 ,11095 ,26/10/2018,147261,0,8595,2500,0  ,158356,
(3211010006/WC/704010379384),30103 Excavation of Pond of Dipak Bhowmik ,05/12/2019 ,92826 ,3000 ,92253 ,5443.5 ,10/10/2018,92253,0,5443.5,0,0  ,97696.5,
(3211010006/WC/704010373744),40113 Excavation of pond sukdeb pramanik  ,12/09/2019 ,129880 ,3000 ,129880 ,10235.5 ,10/10/2018,129880,0,7735.5,2500,0  ,140115.5,
(3211010006/WC/PP/1163906),01 Excavation of ponds of Narayan Singha ,19/07/2021 ,289359.49 ,2000 ,274992 ,0 ,08/12/2020,274992,0,0,0,0  ,274992,
(3211010006/WC/704010356661),90112  Excavation of pond of Ashis Barman ,12/02/2020 ,283826 ,3000 ,283635 ,17111.5 ,11/12/2018,283635,0,14611.5,2500,0  ,300746.5,
(3211010006/IF/IAY/4703429),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2644439 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,26/12/2020,15975,0,0,0,0  ,15975,
(3211010006/WC/704010375510),30119 Excavation of pond Sitala Mandir ,05/12/2019 ,169417 ,3000 ,168653 ,10027.5 ,10/10/2018,168653,0,10027.5,0,0  ,178680.5,
(3211010006/IF/321002041068627),20807 Creation Betelvine Plantation of Rabi nayek ,01/06/2021 ,60206.73 ,67329.9 ,60306 ,69274 ,24/02/2020,60306,0,6426,62848,0  ,129580,
(3211010006/WC/704010355674),90110  Excavation of pond of Nirmala Barman ,13/02/2020 ,283826 ,3000 ,283062 ,18257.5 ,11/12/2018,283062,0,15757.5,2500,0  ,301319.5,
(3211010006/WC/704010355536),90101   Excavation Of Pond Khudiram Das ,05/12/2019 ,77355 ,3000 ,71625 ,7084 ,11/12/2018,71625,0,4584,2500,0  ,78709,
(3211010006/WC/704010379345),30120 Excavation of Pond of Kabita Rani Samanta ,03/09/2019 ,147643 ,3000 ,154901 ,2865 ,10/10/2018,154901,0,2865,0,0  ,157766,
(3211010006/WC/704010379749),20114 Excavation of Pond of  Uttam Fadikar ,05/12/2019 ,85950 ,3000 ,84613 ,4011 ,26/10/2018,84613,0,4011,0,0  ,88624,
(3211010006/WC/704010355505),80108  Excavation Of Pond Santosh Jana ,05/12/2019 ,152036 ,3000 ,144396 ,11095 ,11/06/2018,144396,0,8595,2500,0  ,155491,
(3211010006/IF/321002040962225),50837 creation betelvine plantation of durga maity ,01/06/2021 ,70479 ,48300 ,48635 ,52120 ,22/02/2019,48635,3820,0,48300,0  ,100755,
(3211010006/WC/704010355500),80107  Excavation of Pond of Kanan Manna ,05/12/2019 ,207426 ,3000 ,171327 ,8308.5 ,12/11/2018,171327,0,8308.5,0,0  ,179635.5,
(3211010006/WC/704010355652),90105 Excavation of pond of Kalipada Dinda ,17/02/2020 ,133127 ,3000 ,136374 ,9376 ,11/12/2018,136374,0,6876,2500,0  ,145750,
(3211010006/WC/704010355672),90109  Excavation of pond of Barat Barman ,05/12/2019 ,130453 ,3000 ,128352 ,9589.5 ,11/12/2018,128352,0,6589.5,3000,0  ,137941.5,
(3211010006/WC/704010355664),90108 Excavation of pond of Joydeb Mandal  ,13/02/2020 ,283826 ,3000 ,283635 ,17111.5 ,11/12/2018,283635,0,14611.5,2500,0  ,300746.5,
(3211010006/WC/704010351825),60105  Excavation of Pond of  Sujoy Manna ,13/02/2020 ,111926 ,3000 ,97792 ,8230 ,11/12/2018,97792,0,5730,2500,0  ,106022,
(3211010006/WC/704010355497),80106  Excavation Of Pond Sibnarayan    Das ,05/12/2019 ,189281 ,3000 ,169417 ,10027.5 ,12/11/2018,169417,0,10027.5,0,0  ,179444.5,
(3211010006/WC/704010351817),60102 Excavation of Pond of  Madhabi Maity ,12/09/2019 ,102376 ,3000 ,102185 ,8516.5 ,11/12/2018,102185,0,6016.5,2500,0  ,110701.5,
(3211010006/WC/704010351819),60103 Excavation of Pond of  Sudhangsu Khaskil ,05/12/2019 ,76209 ,3000 ,75827 ,6797.5 ,11/06/2018,75827,0,4297.5,2500,0  ,82624.5,
(3211010006/WC/704010355469),80103 Excavation Of Pond Subrata Guchhait ,05/12/2019 ,189472 ,3000 ,174192 ,10314 ,11/06/2018,174192,0,10314,0,0  ,184506,
(3211010006/WC/704010351814),60101  Excavation of Pond of  Jagannath Maity ,05/12/2019 ,128925 ,3000 ,117847 ,9376 ,11/12/2018,117847,0,6876,2500,0  ,127223,
(3211010006/WC/704010351736),40114 Excavation of Pond of  Dilip Jana ,05/12/2019 ,206853 ,3500 ,181068 ,13600.5 ,29/05/2018,181068,3724.5,6876,3000,0  ,194668.5,
(3211010006/WC/704010351618),40101 Excavation of Pond of  Sadhan Ghorai ,05/12/2019 ,120330 ,3000 ,117656 ,9376 ,29/05/2018,117656,3438,3438,2500,0  ,127032,
(3211010006/WC/704010355509),80109 Excavation of Pond of Madan mohan Jana ,05/12/2019 ,150699 ,3000 ,139048 ,8308.5 ,12/11/2018,139048,0,8308.5,0,0  ,147356.5,
(3211010006/WC/704010351515),30112  Excavation of Pond of Nanda Gajar ,05/12/2019 ,92826 ,3000 ,91107 ,5157 ,10/10/2018,91107,0,5157,0,0  ,96264,
(3211010006/WC/704010350380),30106  Excavation of Pond of  Madan Chandra Mandal ,06/12/2019 ,94736 ,3000 ,94354 ,4584 ,11/12/2018,94354,0,4584,0,0  ,98938,
(3211010006/WC/704010350376),30105 Excavation of Pond of  Akadosi Kar ,06/12/2019 ,94736 ,3000 ,94354 ,7943.5 ,11/12/2018,94354,0,5443.5,2500,0  ,102297.5,
(3211010006/WC/704010350384),30109 Excavation of Pond of  Uttam Samanta ,16/12/2019 ,94736 ,3000 ,94354 ,7943.5 ,11/12/2018,94354,0,5443.5,2500,0  ,102297.5,
(3211010006/WC/704010355493),80105 Excavation of Pond of Lakshman Das ,05/12/2019 ,189281 ,3000 ,154137 ,8308.5 ,12/11/2018,154137,0,8308.5,0,0  ,162445.5,
(3211010006/WC/704010350329),20114 Excavation of Pond of  Jugal Maity ,12/09/2019 ,85950 ,3000 ,102758 ,8803 ,26/10/2018,102758,0,6303,2500,0  ,111561,
(3211010006/WC/704010373743),40117 Excavation of pond Narugopal Manna  ,05/12/2019 ,105432 ,3000 ,92635 ,7943.5 ,19/11/2018,92635,2292,3151.5,2500,0  ,100578.5,
(3211010006/WC/704010351829),60107 Excavation of Pond of  Nirmal Maity ,05/12/2019 ,94736 ,3000 ,91107 ,7943.5 ,11/12/2018,91107,0,5443.5,2500,0  ,99050.5,
(3211010006/WC/704010350276),20106  Excavation of Pond of  Swapan Kumar Bhowmik ,12/09/2019 ,118229 ,3000 ,117656 ,9376 ,26/10/2018,117656,0,6876,2500,0  ,127032,
(3211010006/WC/704010350372),30104 Excavation of Pond of  Rabindra Maity ,16/12/2019 ,94736 ,3000 ,94354 ,7943.5 ,11/12/2018,94354,0,5443.5,2500,0  ,102297.5,
(3211010006/WC/704010350334),30101 Excavation of Pond of  Babulal Mandal ,06/12/2019 ,93826 ,3000 ,92635 ,7370.5 ,19/11/2018,92635,0,4870.5,2500,0  ,100005.5,
(3211010006/WC/704010346258),50110-excavation of pond of Anil  Bhowmik ,06/12/2019 ,211320 ,15420 ,209520 ,14920 ,23/02/2018,209520,0,12420,2500,0  ,224440,
(3211010006/WC/704010346297),60147 Excavation of Pond of Mantu Samanta ,06/12/2019 ,142200 ,11370 ,141660 ,8370 ,23/02/2018,141660,0,8370,0,0  ,150030,
(3211010006/WC/704010346267),60143-excavation of pond of Krishna Samanta ,06/12/2019 ,94500 ,8670 ,94500 ,4050 ,23/02/2018,94500,0,4050,0,0  ,98550,
(3211010006/WC/704010346237),30127-excavation of pond of Gobardhan Jana ,12/09/2019 ,122400 ,10290 ,121680 ,9790 ,23/02/2018,121680,0,7290,2500,0  ,131470,
(3211010006/WC/704010346239),60169-excavation of pond of Narayan Maity ,06/12/2019 ,115560 ,9750 ,115200 ,6750 ,23/02/2018,115200,0,6750,0,0  ,121950,
(3211010006/WC/704010351474),30110 Excavation of Pond of Badal Jana ,06/12/2019 ,94736 ,3000 ,97410 ,5078.5 ,11/12/2018,97410,0,2578.5,2500,0  ,102488.5,
(3211010006/WC/704010346220),60153-excavation of pond of Ramchandra Samanta ,06/12/2019 ,115560 ,9750 ,110160 ,4590 ,23/02/2018,110160,0,4590,0,0  ,114750,
(3211010006/WC/704010346246),60118-excavation of pond of Mohan Pradhan ,06/12/2019 ,100440 ,8940 ,100440 ,4590 ,23/02/2018,100440,0,4590,0,0  ,105030,
(3211010006/WC/704010351680),40109 Excavation of Pond of  Joydeb Jana ,05/12/2019 ,129880 ,3000 ,127779 ,9949 ,10/10/2018,127779,0,7449,2500,0  ,137728,
(3211010006/WC/704010346211),90123 Excavation of Pond of Srinibas Mandal ,06/12/2019 ,161460 ,12450 ,132120 ,7830 ,23/02/2018,132120,0,7830,0,0  ,139950,
(3211010006/WC/704010346206),10152 Ex-cavation of Pond of Prabir Mandal ,13/02/2020 ,142200 ,11370 ,130860 ,7830 ,23/02/2018,130860,0,7830,0,0  ,138690,
(3211010006/WC/704010346202),60156 Excavation of Pond of Sandip Manna ,06/12/2019 ,124200 ,10290 ,122040 ,7290 ,23/02/2018,122040,0,7290,0,0  ,129330,
(3211010006/WC/704010346210),30118 Excavation of Pond of Sudhir Ch. Nayek ,12/09/2019 ,223380 ,16230 ,223560 ,15730 ,23/02/2018,223560,0,13230,2500,0  ,239290,
(3211010006/WC/704010345730),20133-20134-Excavation  of Pond of Khokan  Maiti ,09/09/2019 ,212940 ,15690 ,228245 ,16538.5 ,23/02/2018,228245,0,14038.5,2500,0  ,244783.5,
(3211010006/WC/704010345720),20134-Excavation  of Pond of Pankoj  Maiti ,06/12/2019 ,212940 ,15690 ,204300 ,14650 ,23/02/2018,204300,0,12150,2500,0  ,218950,
(3211010006/WC/704010345556),70112   Excavation Pond of Akadosi Samanta ,03/09/2019 ,357120 ,24330 ,360360 ,21274.5 ,23/02/2018,360360,0,21274.5,0,0  ,381634.5,
(3211010006/WC/704010350271),20104  Excavation of Pond of  Akadosi Samanta ,09/09/2019 ,118229 ,3000 ,118229 ,9376 ,26/10/2018,118229,0,6876,2500,0  ,127605,
(3211010006/WC/704010350274),20105  Excavation of Pond of  Mrinal Maity ,09/09/2019 ,118229 ,3000 ,118229 ,9376 ,26/10/2018,118229,0,6876,2500,0  ,127605,
(3211010006/WC/704010345544),10156  Excavation Pond of Madhusudan Maity ,13/02/2020 ,81000 ,7860 ,75420 ,4320 ,23/02/2018,75420,0,4320,0,0  ,79740,
(3211010006/WC/704010351827),60106  Excavation of Pond of  Satish Maity ,13/02/2020 ,111926 ,3000 ,82894 ,7370.5 ,11/12/2018,82894,0,4870.5,2500,0  ,90264.5,
(3211010006/WC/704010345471),20135 Excavation of Pond of Shaktipada Samanta ,09/09/2019 ,159120 ,12450 ,158220 ,11746 ,23/02/2018,158220,0,9246,2500,0  ,169966,
(3211010006/WC/704010345569),90120   Excavation Pond of Ashok Hait ,06/12/2019 ,185400 ,13800 ,128880 ,7560 ,23/02/2018,128880,0,7560,0,0  ,136440,
(3211010006/WC/704010346205),60114 Ex-cavation of Pond of Ranjan Barman ,06/12/2019 ,115560 ,9750 ,97920 ,5670 ,23/02/2018,97920,0,5670,0,0  ,103590,
(3211010006/WC/704010345520),20137 Excavation of Pond Chaitannya Charan Samanta  ,06/12/2019 ,159120 ,12450 ,155520 ,11680 ,23/02/2018,155520,0,9180,2500,0  ,167200,
(3211010006/WC/PP/1164183),06 Excavation of ponds of   Sudhakrishna  Maiti ,19/07/2021 ,122168.59 ,2000 ,121584 ,0 ,22/12/2020,121584,0,0,0,0  ,121584,
(3211010006/WC/704010343099),90121  Excavation of Pond of Laxman Barman ,13/02/2020 ,112320 ,9750 ,92340 ,8400 ,17/01/2018,92340,0,5400,3000,0  ,100740,
(3211010006/WC/704010343098),60157 Excavation of Pond of Sisir Manna ,13/02/2020 ,89100 ,7900 ,61380 ,3510 ,17/01/2018,61380,0,3510,0,0  ,64890,
(3211010006/WC/PP/1164143),06 Excavation of ponds of  Sudarshan  Maiti ,13/06/2021 ,141632.15 ,2000 ,140760 ,0 ,13/11/2020,140760,0,0,0,0  ,140760,
(3211010006/WH/203030443715),6060201 Re excavation of ponds with tali pilling of Narikeldaha vendar Narayan  Mandir ,19/01/2022 ,227434.28 ,447831.12 ,217734 ,63598.5 ,09/03/2020,217734,53142,10456.5,0,0  ,281332.5,
(3211010006/WC/PP/1164149),06 Excavation of ponds of Mohan  Manna ,25/05/2021 ,163353.75 ,2000 ,163200 ,4896 ,13/11/2020,163200,0,4896,0,0  ,168096,
(3211010006/WC/704010345549),70113   Excavation Pond of Narendranath Barman ,09/09/2019 ,104940 ,9210 ,104400 ,8710 ,23/02/2018,104400,0,6210,2500,0  ,113110,
(3211010006/WC/PP/1164094),08 Excavation of ponds of   Satyasundar Das ,19/07/2021 ,122168.59 ,2000 ,120768 ,0 ,02/12/2020,120768,0,0,0,0  ,120768,
(3211010006/WC/PP/1164136),06 Excavation of ponds of  Tarun Maiti ,19/07/2021 ,281192.46 ,2500 ,280908 ,8262 ,13/11/2020,280908,0,8262,0,0  ,289170,
(3211010006/WC/704010342914),10143  Excavation of Pond of Babulal Das/Gopal Das/Bhupal Das ,28/06/2019 ,218880 ,15960 ,209520 ,12150 ,17/01/2018,209520,0,12150,0,0  ,221670,
(3211010006/WC/PP/1164099),09 Excavation of ponds of  Gobinda Das (Fanindra) ,16/07/2021 ,171588.34 ,2000 ,121584 ,0 ,22/12/2020,121584,0,0,0,0  ,121584,
(3211010006/WC/704010342913),10140 Excavation of Pond of Nabakumar Pramanik ,13/02/2020 ,194040 ,14610 ,190188 ,10530 ,17/01/2018,190188,0,10530,0,0  ,200718,
(3211010006/WC/704010342909),10144  Excavation of Pond of Bhakta Maity ,28/06/2019 ,224100 ,16230 ,218880 ,12960 ,17/01/2018,218880,0,12960,0,0  ,231840,
(3211010006/WC/704010345546),30125  Excavation Pond ofSanjay Moni /Koushik  moni ,29/07/2019 ,115560 ,9750 ,115200 ,6750 ,23/02/2018,115200,0,6750,0,0  ,121950,
(3211010006/WC/704010342906),60148 Excavation of Pond of Netai Maity ,06/12/2019 ,115560 ,9750 ,114480 ,6750 ,17/01/2018,114480,0,6750,0,0  ,121230,
(3211010006/WC/704010342901),30123  Excavation of Pond of Mohan Jana ,13/02/2020 ,197100 ,14610 ,195480 ,14110 ,17/01/2018,195480,0,11610,2500,0  ,209590,
(3211010006/WC/704010342900),30122 Excavation of Pond of Sankar Ghorai ,28/06/2019 ,414180 ,27570 ,412740 ,24840 ,17/01/2018,412740,0,24840,0,0  ,437580,
(3211010006/WC/704010343096),10141 Excavation of Pond of Purna Chandra Das ,13/02/2020 ,240840 ,17310 ,239940 ,14310 ,17/01/2018,239940,0,14310,0,0  ,254250,
(3211010006/WC/704010342902),30124 Excavation of Pond of Aswini Dhara ,13/02/2020 ,237240 ,17040 ,234900 ,14040 ,17/01/2018,234900,0,14040,0,0  ,248940,
(3211010006/WC/704010342675),90119 Excavation of Pond of  Netai Barman ,13/02/2020 ,315360 ,21630 ,270000 ,18930 ,17/01/2018,270000,0,15930,3000,0  ,288930,
(3211010006/WC/704010342910),10142 Excavation of Pond of Mangal Garu ,13/02/2020 ,115560 ,9750 ,115200 ,6750 ,17/01/2018,115200,0,6750,0,0  ,121950,
(3211010006/WC/704010342463),10136 Excavation of Pond of Alak Kumar Mandal ,13/02/2020 ,171720 ,13260 ,169740 ,9990 ,17/01/2018,169740,0,9990,0,0  ,179730,
(3211010006/WC/704010346224),50112-excavation of pond of Gurupada Bhoumik ,06/12/2019 ,122400 ,10290 ,120960 ,9520 ,23/02/2018,120960,1620,5400,2500,0  ,130480,
(3211010006/WC/704010343097),60135 Excavation of Pond of Alak Paria ,28/06/2019 ,115560 ,9750 ,116280 ,8440 ,17/01/2018,116280,0,5940,2500,0  ,124720,
(3211010006/WC/704010342451),60165  Excavation of Pond of Ranjit Samanta ,13/02/2020 ,85320 ,8130 ,84960 ,5157 ,17/01/2018,84960,0,5157,0,0  ,90117,
(3211010006/WC/704010342441),10147 Excavation of Pond of Nakul Barman ,13/02/2020 ,118440 ,10020 ,115740 ,6750 ,17/01/2018,115740,0,6750,0,0  ,122490,
(3211010006/WC/704010342454),10146  Excavation of Pond of Rampada Kar ,13/02/2020 ,108000 ,9210 ,107100 ,6210 ,17/01/2018,107100,0,6210,0,0  ,113310,
(3211010006/WC/PP/1164086),08 Excavation of ponds of  Prabhas Midya ,19/07/2021 ,141632.15 ,2000 ,140760 ,0 ,15/12/2020,140760,0,0,0,0  ,140760,
(3211010006/WC/704010342456),10145 Excavation of Pond of Krishna Prasad Jana ,13/02/2020 ,89640 ,8400 ,81360 ,4860 ,17/01/2018,81360,0,4860,0,0  ,86220,
(3211010006/WC/PP/1164075),08 Excavation of ponds of Swapan  Midya ,19/07/2021 ,83603.2 ,2000 ,75072 ,0 ,02/12/2020,75072,0,0,0,0  ,75072,
(3211010006/WC/PP/1164066),08 Excavation of ponds of   Nishikanta Das ,19/07/2021 ,122168.59 ,2000 ,119340 ,0 ,02/12/2020,119340,0,0,0,0  ,119340,
(3211010006/WC/704010345733),50111-Excavation  of Pond of Bhima Charan Bhoumik ,06/12/2019 ,122400 ,10290 ,120960 ,9790 ,23/02/2018,120960,1620,5670,2500,0  ,130750,
(3211010006/WC/PP/1164059),08 Excavation of ponds of   Subrata Bakshi ,19/07/2021 ,215491.17 ,2000 ,213384 ,0 ,02/12/2020,213384,0,0,0,0  ,213384,
(3211010006/WC/704010342470),10135 Excavation of Pond of Priotosh Jana ,13/02/2020 ,97380 ,8670 ,96120 ,5670 ,17/01/2018,96120,0,5670,0,0  ,101790,
(3211010006/WC/704010342916),10138  Excavation of Pond of Sambhu Samanta ,13/02/2020 ,237240 ,17040 ,237960 ,14040 ,17/01/2018,237960,0,14040,0,0  ,252000,
(3211010006/WC/PP/1164050),08 Excavation of ponds of Madanmohan Jana ,19/07/2021 ,281192.46 ,2000 ,278256 ,0 ,02/12/2020,278256,0,0,0,0  ,278256,
(3211010006/WC/PP/1164052),08 Excavation of ponds of  Sanatan Manna ,19/07/2021 ,163353.75 ,2000 ,162180 ,0 ,02/12/2020,162180,0,0,0,0  ,162180,
(3211010006/WC/PP/1164064),08 Excavation of ponds of   Dipali Mandal ,19/07/2021 ,141632.15 ,2000 ,128724 ,0 ,02/12/2020,128724,0,0,0,0  ,128724,
