scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3201010001/IF/22012034563958,04-02-2019,"Construction of GITANJALI building of Arati Mondal, W/O- Saktidhar Mondal at sansad-5 ",16200,100,17099,0,28-10-2017,17099,0,0,0,0  ,17099,
3201010001/LD/321002040710451,13-06-2018,AGRICULTURE LAND DEVELOPMENT AT SANSAD -11 ,416000,27000,100980,15576,04-07-2016,100980,3696,11880,0,0  ,116556,
3201010001/IF/IAY/997856,12-02-2019,Construction of IAY House -IAY REG. NO. WB1623929 ,15840,0,16097,0,09-02-2017,16097,0,0,0,0  ,16097,
3201010001/WC/704010335661,25-07-2018,RE-EXCAVATION OF KHAL ISHWARCHANDRAPUR MORE TO BALAINAGAR BRIDGE AT SANSAD NO-V ,309000,23000,0,1620,09-06-2017,0,0,1620,0,0  ,1620,
3201010001/IF/IAY/997544,12-02-2019,Construction of IAY House -IAY REG. NO. WB1581158 ,15840,0,16020,0,09-02-2017,16020,0,0,0,0  ,16020,
3201010001/RC/320201060410487,25-07-2018,CONST. OF SOLING ROAD FROM H/O SUFAL SEN TO RAMEN BISWAS AT SANSAD NO-VII ,58000,93000,58560,92421.45,24-04-2017,58560,0,9720,82701.45,0  ,150981.45,
3201010001/IF/IAY/997415,12-02-2019,Construction of IAY House -IAY REG. NO. WB1562514 ,15840,0,15917,0,02-02-2017,15917,0,0,0,0  ,15917,
3201010001/WC/704010335662,08-03-2019,RE-EXCAVATION OF GURGURI KHAL FROM GHOSHPARA SNANER GHAT TO BRIDGE AT SANSAD NO-XII ,342000,24000,70010,37260,06-06-2017,70010,0,37260,0,0  ,107270,
3201010001/IF/IAY/992645,12-02-2019,Construction of IAY House -IAY REG. NO. WB1080639 ,15840,0,16020,0,09-02-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/992551,12-02-2019,Construction of IAY House -IAY REG. NO. WB1071771 ,15840,0,16020,0,09-02-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/972052,12-02-2019,Construction of IAY House -IAY REG. NO. WB2387648 ,15840,0,16475,0,19-01-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/971584,04-02-2019,Construction of IAY House -IAY REG. NO. WB2339094 ,15840,0,16277,0,12-01-2017,16277,0,0,0,0  ,16277,
3201010001/IF/22012034562827,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  MAHIR BISWAS[WB1677622] at sansad-15 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/IAY/971923,25-07-2018,Construction of IAY House -IAY REG. NO. WB2373708 ,15840,0,16200,0,12-01-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/968248,12-02-2019,Construction of IAY House -IAY REG. NO. WB2099830 ,15840,0,16475,0,19-01-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/995603,12-02-2019,Construction of IAY House -IAY REG. NO. WB1324063 ,15840,0,16244,0,09-02-2017,16244,0,0,0,0  ,16244,
3201010001/IF/IAY/968207,12-02-2019,Construction of IAY House -IAY REG. NO. WB2097107 ,15840,0,16475,0,14-01-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/997812,12-02-2019,Construction of IAY House -IAY REG. NO. WB1616932 ,15840,0,15840,0,09-02-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/968055,08-03-2019,Construction of IAY House -IAY REG. NO. WB2077045 ,15840,0,15509,0,12-01-2017,15509,0,0,0,0  ,15509,
3201010001/IF/IAY/967742,12-02-2019,Construction of IAY House -IAY REG. NO. WB2046999 ,15840,0,15847,0,29-01-2017,15847,0,0,0,0  ,15847,
3201010001/IF/IAY/960770,25-07-2018,Construction of IAY House -IAY REG. NO. WB1507529 ,15840,0,16020,0,14-01-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/960381,12-02-2019,Construction of IAY House -IAY REG. NO. WB1484209 ,15840,0,15737,0,14-01-2017,15737,0,0,0,0  ,15737,
3201010001/IF/22012034563911,04-02-2019,Construction of IAY Building of ARJUN GHOSH at Sansad No-XIX ,16200,100,19145,0,28-10-2017,19145,0,0,0,0  ,19145,
3201010001/IF/IAY/970243,12-02-2019,Construction of IAY House -IAY REG. NO. WB2250116 ,15840,0,15660,0,12-01-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/960074,25-07-2018,Construction of IAY House -IAY REG. NO. WB1471844 ,15840,0,15660,0,14-01-2017,15660,0,0,0,0  ,15660,
3201010001/IF/22012034562800,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  JAHIR SARDAR[WB1631706] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/IAY/957340,25-07-2018,Construction of IAY House -IAY REG. NO. WB1343756 ,15840,0,15660,0,14-01-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/956820,25-07-2018,Construction of IAY House -IAY REG. NO. WB1325284 ,15840,0,15660,0,12-01-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/957447,25-07-2018,Construction of IAY House -IAY REG. NO. WB1348219 ,15840,0,15840,0,12-01-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/959414,25-07-2018,Construction of IAY House -IAY REG. NO. WB1442789 ,15840,0,16020,0,12-01-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/955904,12-02-2019,Construction of IAY House -IAY REG. NO. WB1297522 ,15840,0,16200,0,14-01-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/955436,12-02-2019,Construction of IAY House -IAY REG. NO. WB1283071 ,15840,0,16534,0,12-01-2017,16534,0,0,0,0  ,16534,
3201010001/IF/IAY/956065,25-07-2018,Construction of IAY House -IAY REG. NO. WB1302781 ,15840,0,16200,0,12-01-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/951820,12-02-2019,Construction of IAY House -IAY REG. NO. WB1173163 ,15840,0,16255,0,14-01-2017,16255,0,0,0,0  ,16255,
3201010001/IF/IAY/956260,25-07-2018,Construction of IAY House -IAY REG. NO. WB1308277 ,15840,0,15840,0,14-01-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/958746,25-07-2018,Construction of IAY House -IAY REG. NO. WB1419870 ,15840,0,15840,0,14-01-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/963589,12-02-2019,Construction of IAY House -IAY REG. NO. WB1673941 ,15840,0,16229,0,14-01-2017,16229,0,0,0,0  ,16229,
3201010001/IF/IAY/950216,25-07-2018,Construction of IAY House -IAY REG. NO. WB1110049 ,15840,0,15660,0,19-01-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/949955,25-07-2018,Construction of IAY House -IAY REG. NO. WB1099665 ,15840,0,16020,0,29-01-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/971119,04-02-2019,Construction of IAY House -IAY REG. NO. WB2305606 ,15840,0,16534,0,12-01-2017,16534,0,0,0,0  ,16534,
3201010001/IF/IAY/950564,12-02-2019,Construction of IAY House -IAY REG. NO. WB1125069 ,15840,0,15480,0,14-01-2017,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/947517,12-02-2019,Construction of IAY House -IAY REG. NO. WB2097113 ,15840,0,16277,0,14-01-2017,16277,0,0,0,0  ,16277,
3201010001/IF/22012034562804,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  KITAB SARDAR[WB1651930] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/IAY/946267,12-02-2019,Construction of IAY House -IAY REG. NO. WB1689286 ,15840,0,16255,0,14-01-2017,16255,0,0,0,0  ,16255,
3201010001/IF/IAY/947188,12-02-2019,Construction of IAY House -IAY REG. NO. WB1951669 ,15840,0,16255,0,12-01-2017,16255,0,0,0,0  ,16255,
3201010001/IF/IAY/949687,12-02-2019,Construction of IAY House -IAY REG. NO. WB1089824 ,15840,0,16534,0,02-01-2017,16534,0,0,0,0  ,16534,
3201010001/IF/IAY/949378,12-02-2019,Construction of IAY House -IAY REG. NO. WB1080893 ,15840,0,15773,0,12-01-2017,15773,0,0,0,0  ,15773,
3201010001/IF/IAY/945862,12-02-2019,Construction of IAY House -IAY REG. NO. WB1605766 ,15840,0,16457,0,14-01-2017,16457,0,0,0,0  ,16457,
3201010001/IF/IAY/748741,12-02-2019,Construction of IAY House -IAY REG. NO. WB-01-010-001-017/3808 ,15660,0,15280,0,22-07-2015,15280,0,0,0,0  ,15280,
3201010001/IF/IAY/2114569,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1939320 ,17190,0,15280,0,11-02-2018,15280,0,0,0,0  ,15280,
3201010001/IF/IAY/942758,25-07-2018,Construction of IAY House -IAY REG. NO. WB1053021 ,15840,0,16020,0,12-01-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/2109408,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1939192 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/950269,12-02-2019,Construction of IAY House -IAY REG. NO. WB1113078 ,15840,0,15884,0,23-01-2017,15884,0,0,0,0  ,15884,
3201010001/IF/IAY/2043460,08-03-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1865232 ,17190,0,16235,0,25-01-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/946200,04-02-2019,Construction of IAY House -IAY REG. NO. WB1673921 ,15840,0,16321,0,14-01-2017,16321,0,0,0,0  ,16321,
3201010001/IF/IAY/2043338,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1903468 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2042442,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1918644 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/950626,12-02-2019,Construction of IAY House -IAY REG. NO. WB1127344 ,15840,0,16354,0,12-01-2017,16354,0,0,0,0  ,16354,
3201010001/IF/IAY/2038743,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1931559 ,17190,0,16044,0,11-02-2018,16044,0,0,0,0  ,16044,
3201010001/IF/IAY/2039737,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1902480 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2020130,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1561685 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2020011,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1677666 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2046561,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1919542 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2021096,08-03-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1885417 ,17190,0,15662,0,25-01-2018,15662,0,0,0,0  ,15662,
3201010001/IF/IAY/2018465,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1676474 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2013955,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1912259 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/943261,12-02-2019,Construction of IAY House -IAY REG. NO. WB1133521 ,15840,0,15983,0,12-01-2017,15983,0,0,0,0  ,15983,
3201010001/IF/IAY/1909606,12-02-2019,Construction of IAY House -IAY REG. NO. WB1873065 ,16200,0,16379,0,25-08-2017,16379,0,0,0,0  ,16379,
3201010001/IF/IAY/1894153,12-02-2019,Construction of IAY House -IAY REG. NO. WB2597388 ,16200,0,16188,0,05-08-2017,16188,0,0,0,0  ,16188,
3201010001/IF/IAY/1890338,12-02-2019,Construction of IAY House -IAY REG. NO. WB1851289 ,16200,0,15971,0,25-08-2017,15971,0,0,0,0  ,15971,
3201010001/IF/IAY/1888076,12-02-2019,Construction of IAY House -IAY REG. NO. WB1509339 ,16200,0,16999,0,13-08-2017,16999,0,0,0,0  ,16999,
3201010001/IF/IAY/1849233,12-02-2019,Construction of IAY House -IAY REG. NO. WB1477927 ,16200,0,16794,0,13-08-2017,16794,0,0,0,0  ,16794,
3201010001/IF/IAY/1889015,12-02-2019,Construction of IAY House -IAY REG. NO. WB1659559 ,16200,0,15905,0,13-08-2017,15905,0,0,0,0  ,15905,
3201010001/IF/IAY/1849231,12-02-2019,Construction of IAY House -IAY REG. NO. WB1829743 ,16200,0,16768,0,13-08-2017,16768,0,0,0,0  ,16768,
3201010001/IF/IAY/1849217,12-02-2019,Construction of IAY House -IAY REG. NO. WB1844943 ,16200,0,16445,0,25-08-2017,16445,0,0,0,0  ,16445,
3201010001/IF/IAY/1924122,12-02-2019,Construction of IAY House -IAY REG. NO. WB3471655 ,16200,0,16445,0,05-08-2017,16445,0,0,0,0  ,16445,
3201010001/IF/IAY/1849179,12-02-2019,Construction of IAY House -IAY REG. NO. WB1658514 ,16200,0,16122,0,13-08-2017,16122,0,0,0,0  ,16122,
3201010001/IF/IAY/1849171,12-02-2019,Construction of IAY House -IAY REG. NO. WB1524481 ,16200,0,16052,0,13-08-2017,16052,0,0,0,0  ,16052,
3201010001/IF/IAY/1849155,12-02-2019,Construction of IAY House -IAY REG. NO. WB1525256 ,16200,0,16085,0,25-08-2017,16085,0,0,0,0  ,16085,
3201010001/IF/IAY/1849177,12-02-2019,Construction of IAY House -IAY REG. NO. WB1681702 ,16200,0,16625,0,05-08-2017,16625,0,0,0,0  ,16625,
3201010001/IF/IAY/1849215,12-02-2019,Construction of IAY House -IAY REG. NO. WB1668697 ,16200,0,16860,0,13-08-2017,16860,0,0,0,0  ,16860,
3201010001/IF/IAY/1636342,12-02-2019,Construction of IAY House -IAY REG. NO. WB5426920 ,16200,0,16860,0,05-08-2017,16860,0,0,0,0  ,16860,
3201010001/IF/IAY/2012040,08-03-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1849434 ,17190,0,15662,0,25-01-2018,15662,0,0,0,0  ,15662,
3201010001/IF/IAY/2018644,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1950356 ,17190,0,15089,0,11-02-2018,15089,0,0,0,0  ,15089,
3201010001/IF/IAY/1613710,12-02-2019,Construction of IAY House -IAY REG. NO. WB1334709 ,16200,0,16188,0,05-08-2017,16188,0,0,0,0  ,16188,
3201010001/IF/IAY/2049344,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1850754 ,17190,0,16235,0,25-01-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/2022262,12-02-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1675042 ,17190,0,16235,0,11-02-2018,16235,0,0,0,0  ,16235,
3201010001/IF/IAY/1639425,12-02-2019,Construction of IAY House -IAY REG. NO. WB5664229 ,16200,0,16783,0,05-08-2017,16783,0,0,0,0  ,16783,
3201010001/IF/IAY/1578043,12-02-2019,Construction of IAY House -IAY REG. NO. WB1705758 ,16200,0,16361,0,25-08-2017,16361,0,0,0,0  ,16361,
3201010001/IF/IAY/1579379,12-02-2019,Construction of IAY House -IAY REG. NO. WB1849305 ,16200,0,16985,0,05-08-2017,16985,0,0,0,0  ,16985,
3201010001/IF/IAY/952456,04-02-2019,Construction of IAY House -IAY REG. NO. WB1191967 ,15840,0,16442,0,12-01-2017,16442,0,0,0,0  ,16442,
3201010001/IF/IAY/1562132,04-02-2019,Construction of IAY House -IAY REG. NO. WB3866514 ,16200,0,15443,0,25-08-2017,15443,0,0,0,0  ,15443,
3201010001/IF/IAY/1549601,04-02-2019,Construction of IAY House -IAY REG. NO. WB1849433 ,16200,0,16860,0,05-08-2017,16860,0,0,0,0  ,16860,
3201010001/IF/IAY/1578556,08-03-2019,Construction of IAY House -IAY REG. NO. WB1765313 ,16200,0,15703,0,05-08-2017,15703,0,0,0,0  ,15703,
3201010001/IF/IAY/1548985,04-02-2019,Construction of IAY House -IAY REG. NO. WB1724484 ,16200,0,17014,0,25-08-2017,17014,0,0,0,0  ,17014,
3201010001/IF/IAY/1511673,04-02-2019,Construction of IAY House -IAY REG. NO. WB1864900 ,16200,0,16655,0,05-08-2017,16655,0,0,0,0  ,16655,
3201010001/IF/IAY/1494608,04-02-2019,Construction of IAY House -IAY REG. NO. WB1874693 ,16200,0,15821,0,05-08-2017,15821,0,0,0,0  ,15821,
3201010001/IF/IAY/1494560,04-02-2019,Construction of IAY House -IAY REG. NO. WB1869676 ,16200,0,16908,0,25-08-2017,16908,0,0,0,0  ,16908,
3201010001/IF/IAY/1465273,04-02-2019,Construction of IAY House -IAY REG. NO. WB1724041 ,16200,0,16919,0,05-08-2017,16919,0,0,0,0  ,16919,
3201010001/IF/IAY/1570950,12-02-2019,Construction of IAY House -IAY REG. NO. WB4964788 ,16200,0,16919,0,13-08-2017,16919,0,0,0,0  ,16919,
3201010001/IF/IAY/1549206,04-02-2019,Construction of IAY House -IAY REG. NO. WB1779549 ,16200,0,15971,0,25-08-2017,15971,0,0,0,0  ,15971,
3201010001/IF/IAY/1570287,12-02-2019,Construction of IAY House -IAY REG. NO. WB4925410 ,16200,0,16662,0,13-08-2017,16662,0,0,0,0  ,16662,
3201010001/IF/IAY/1570842,12-02-2019,Construction of IAY House -IAY REG. NO. WB4960181 ,16200,0,16464,0,05-08-2017,16464,0,0,0,0  ,16464,
3201010001/IF/IAY/1453490,04-02-2019,Construction of IAY House -IAY REG. NO. WB1849437 ,16200,0,16717,0,13-08-2017,16717,0,0,0,0  ,16717,
3201010001/IF/IAY/1453489,04-02-2019,Construction of IAY House -IAY REG. NO. WB1849436 ,16200,0,16985,0,05-08-2017,16985,0,0,0,0  ,16985,
3201010001/IF/IAY/1461033,04-02-2019,Construction of IAY House -IAY REG. NO. WB1083922 ,16200,0,16335,0,13-08-2017,16335,0,0,0,0  ,16335,
3201010001/IF/IAY/1451620,04-02-2019,Construction of IAY House -IAY REG. NO. WB1764931 ,16200,0,16640,0,05-08-2017,16640,0,0,0,0  ,16640,
3201010001/IF/IAY/1450008,04-02-2019,Construction of IAY House -IAY REG. NO. WB1687715 ,16200,0,16530,0,05-08-2017,16530,0,0,0,0  ,16530,
3201010001/IF/IAY/1450852,04-02-2019,Construction of IAY House -IAY REG. NO. WB1723880 ,16200,0,12192,0,13-08-2017,12192,0,0,0,0  ,12192,
3201010001/IF/IAY/1452800,04-02-2019,Construction of IAY House -IAY REG. NO. WB1820491 ,16200,0,15575,0,13-08-2017,15575,0,0,0,0  ,15575,
3201010001/IF/IAY/1449982,04-02-2019,Construction of IAY House -IAY REG. NO. WB1686425 ,16200,0,16596,0,05-08-2017,16596,0,0,0,0  ,16596,
3201010001/IF/IAY/1451693,04-02-2019,Construction of IAY House -IAY REG. NO. WB1767501 ,16200,0,16919,0,05-08-2017,16919,0,0,0,0  ,16919,
3201010001/IF/IAY/1449883,04-02-2019,Construction of IAY House -IAY REG. NO. WB1682081 ,16200,0,16409,0,05-08-2017,16409,0,0,0,0  ,16409,
3201010001/IF/IAY/1369043,04-02-2019,Construction of IAY House -IAY REG. NO. WB1311683 ,16200,0,15737,0,28-03-2017,15737,0,0,0,0  ,15737,
3201010001/IF/IAY/1466441,04-02-2019,Construction of IAY House -IAY REG. NO. WB1867999 ,16200,0,15384,0,05-08-2017,15384,0,0,0,0  ,15384,
3201010001/IF/IAY/1373322,04-02-2019,Construction of IAY House -IAY REG. NO. WB1625574 ,16200,0,16097,0,09-02-2017,16097,0,0,0,0  ,16097,
3201010001/IF/IAY/1608685,12-02-2019,Construction of IAY House -IAY REG. NO. WB5134713 ,16200,0,16860,0,05-08-2017,16860,0,0,0,0  ,16860,
3201010001/IF/IAY/1360221,04-02-2019,Construction of IAY House -IAY REG. NO. WB3473646 ,16200,0,16585,0,28-03-2017,16585,0,0,0,0  ,16585,
3201010001/IF/IAY/1360427,04-02-2019,Construction of IAY House -IAY REG. NO. WB3840294 ,16200,0,16453,0,03-04-2017,16453,0,0,0,0  ,16453,
3201010001/IF/IAY/1360217,04-02-2019,Construction of IAY House -IAY REG. NO. WB3460190 ,16200,0,16651,0,28-03-2017,16651,0,0,0,0  ,16651,
3201010001/IF/IAY/1360207,04-02-2019,Construction of IAY House -IAY REG. NO. WB3444783 ,16200,0,15623,0,28-03-2017,15623,0,0,0,0  ,15623,
3201010001/IF/IAY/1370604,12-02-2019,Construction of IAY House -IAY REG. NO. WB1498555 ,16200,0,17749,0,12-02-2017,17749,0,0,0,0  ,17749,
3201010001/IF/IAY/1634174,12-02-2019,Construction of IAY House -IAY REG. NO. WB5007934 ,16200,0,16475,0,05-08-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/1360203,04-02-2019,Construction of IAY House -IAY REG. NO. WB3435435 ,16200,0,16376,0,28-03-2017,16376,0,0,0,0  ,16376,
3201010001/IF/IAY/1359667,04-02-2019,Construction of IAY House -IAY REG. NO. WB2581864 ,16200,0,16464,0,28-03-2017,16464,0,0,0,0  ,16464,
3201010001/IF/IAY/1359542,04-02-2019,Construction of IAY House -IAY REG. NO. WB2366230 ,16200,0,16655,0,12-02-2017,16655,0,0,0,0  ,16655,
3201010001/IF/IAY/1359192,04-02-2019,Construction of IAY House -IAY REG. NO. WB2146953 ,16200,0,16787,0,28-03-2017,16787,0,0,0,0  ,16787,
3201010001/IF/IAY/1360388,04-02-2019,Construction of IAY House -IAY REG. NO. WB3778073 ,16200,0,15935,0,28-03-2017,15935,0,0,0,0  ,15935,
