assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,semiskilled,skilled,material,Total Material,contingency,total,mandays
32000045027,SOUCHAGAR,Individual Household Latrines,Const. of individual H/O Latrine at Sansad No.-XVIII,3201010001/RS/34040951454,28-10-2014,6084,0,0,12996,12996,0  ,19080,
32000044997,SOUCHAGAR,Individual Household Latrines,ABSTRUCT COST ESTIMATE OF INDIVIDUAL H/O LATRINE AT SANSAD NO.-VI,3201010001/RS/34040945756,02-10-2014,0,0,0,0,0,0  ,0,
32000045048,SOUCHAGAR,Individual Household Latrines,Const. of Individual H/O Latrine at Sansad No.-XVII,3201010001/RS/34040951458,28-10-2014,0,0,0,68229,68229,0  ,68229,
32000045064,SOUCHAGAR,Individual Household Latrines,Const. of individual H/O Latrine at Sansad No.-XV,3201010001/RS/34040951467,28-10-2014,0,0,0,61731,61731,0  ,61731,
32000045088,SOUCHAGAR,Individual Household Latrines,Const. of Individual H/O Latrine at Sansad No.-XIV,3201010001/RS/34040951738,28-10-2014,15210,0,0,30141,30141,0  ,45351,
32000045128,SOUCHAGAR,Individual Household Latrines,Const. of Individual H/O Latrine at Sansad No.-XIII,3201010001/RS/34040951743,28-10-2014,28899,0,0,0,0,0  ,28899,
32000045158,SOUCHAGAR,Individual Household Latrines,Const. of Individual H/O Latrine at Sansad No.-I,3201010001/RS/34040951974,28-10-2014,0,0,0,0,0,0  ,0,
32000238687,11111111111,Plantation,"TREE PLANTETION AT ALL SCHOOL IN  SHARATPALLY,BELPUKUR BOYS & DWIPCHNADRAPUR I.C.D.S.",3201010001/DP/34041020521,10-09-2015,522,0,0,18290,18290,0  ,18812,
32000537956,NIJ GRIHO NIJ BHUMI,IAY Houses,Construction of IAY Building of Individual beneficiaries (RAHITALI MONDAL) at Belpukur G.P. sansad-XVII,3201010001/IF/22012034316963,26-05-2016,15764,0,0,0,0,0  ,15764,
32000537969,NIJ GRIHO NIJ BHUMI,IAY Houses,Construction of IAY Building of Individual beneficiaries (ASEDA BISWAS) at Belpukur G.P. sansad-XVII,3201010001/IF/22012034316972,26-05-2016,15764,0,0,0,0,0  ,15764,
32000537985,NIJ GRIHO NIJ BHUMI,IAY Houses,Construction of IAY Building of Individual beneficiaries (KASHEM SEKH) at Belpukur G.P. sansad-XVII,3201010001/IF/22012034316954,26-05-2016,15764,0,0,0,0,0  ,15764,
32000538036,NIJ GRIHO NIJ BHUMI,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (KASHEM SEKH) AT SANSAD-X,3201010001/IF/22012034350634,28-06-2016,15660,0,0,0,0,0  ,15660,
32000538005,NIJ GRIHO NIJ BHUMI,IAY Houses,Construction of IAY Building of Individual beneficiaries (ASINA BIBI ) at Belpukur G.P. sansad-IV,3201010001/IF/22012034334168,25-05-2016,15764,0,0,0,0,0  ,15764,
32000538046,NIJ GRIHO NIJ BHUMI,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (MAHIRUDDIN MONDAL) AT SANSAD-XVI,3201010001/IF/22012034350683,25-06-2016,15660,0,0,0,0,0  ,15660,
32000538054,NIJ GRIHO NIJ BHUMI,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (NUR ISLAM MALLICK) AT SANSAD-XIII,3201010001/IF/22012034350647,28-06-2016,15660,0,0,0,0,0  ,15660,
32000544838,NIJ GRIHO NIJ BHUMI,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XIX,3201010001/IF/34040787541,03-12-2014,15237,0,0,0,0,0  ,15237,
32000544856,NIJ GRIHO NIJ BHUMI,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-I,3201010001/IF/34040786843,03-12-2014,15188,0,0,0,0,0  ,15188,
32000544905,NIJ GRIHO NIJ BHUMI,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XIX,3201010001/IF/34040787545,03-12-2014,15128,0,0,0,0,0  ,15128,
32000544940,NIJ GRIHO NIJ BHUMI,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO-VI,3201010001/IF/34040824574,22-01-2015,15078,0,0,0,0,0  ,15078,
32000544979,NIJ GRIHO NIJ BHUMI,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XV,3201010001/IF/34040787195,03-12-2014,15128,0,0,0,0,0  ,15128,
32000544997,NIJ GRIHO NIJ BHUMI,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XIX,3201010001/IF/34040787542,03-12-2014,15194,0,0,0,0,0  ,15194,
32000544968,NIJ GRIHO NIJ BHUMI,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787131,03-12-2014,15243,0,0,0,0,0  ,15243,
32000600936,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT BELPUKUR SANSAD NO-XIV,3201010001/IF/34040776015,31-10-2014,15186,0,0,0,0,0  ,15186,
32000600959,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT BELPUKUR SANSAD NO-XV,3201010001/IF/34040776228,30-10-2014,15192,0,0,0,0,0  ,15192,
32000600985,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT BELPUKUR SANSAD NO-XV,3201010001/IF/34040776231,30-10-2014,15062,0,0,0,0,0  ,15062,
32000600998,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT BELPUKUR SANSAD NO-XV(PHASE-IV),3201010001/IF/34040776233,30-10-2014,15187,0,0,0,0,0  ,15187,
32000601019,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-IV,3201010001/IF/34040786514,03-12-2014,15097,0,0,0,0,0  ,15097,
32000601036,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-IV,3201010001/IF/34040786518,03-12-2014,15142,0,0,0,0,0  ,15142,
32000601050,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-IV,3201010001/IF/34040786520,05-12-2014,15138,0,0,0,0,0  ,15138,
32000601062,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786525,05-12-2014,15172,0,0,0,0,0  ,15172,
32000601076,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786526,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601093,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786529,05-12-2014,15172,0,0,0,0,0  ,15172,
32000601110,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786533,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601125,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786539,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601140,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786559,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601155,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786573,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601174,IAY HOUSE,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-III,3201010001/IF/34040786580,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601200,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-II,3201010001/IF/34040786833,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601222,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-II,3201010001/IF/34040786835,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601239,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-II,3201010001/IF/34040786837,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601254,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-II,3201010001/IF/34040786839,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601276,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-II,3201010001/IF/34040786841,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601302,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.- VII,3201010001/IF/34040786850,03-12-2014,15062,0,0,0,0,0  ,15062,
32000601318,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-  IX,3201010001/IF/34040786855,03-12-2014,15138,0,0,0,0,0  ,15138,
32000601333,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.- IX,3201010001/IF/34040786857,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601348,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.- IX,3201010001/IF/34040786859,03-12-2014,15192,0,0,0,0,0  ,15192,
32000601364,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.- IX,3201010001/IF/34040786861,03-12-2014,15172,0,0,0,0,0  ,15172,
32000601384,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVII,3201010001/IF/34040786880,03-12-2014,15172,0,0,0,0,0  ,15172,
32000616553,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVIII,3201010001/IF/34040787125,03-12-2014,15192,0,0,0,0,0  ,15192,
32000616535,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVIII,3201010001/IF/34040787123,03-12-2014,15138,0,0,0,0,0  ,15138,
32000616697,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787135,03-12-2014,15172,0,0,0,0,0  ,15172,
32000616498,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVII,3201010001/IF/34040787121,03-12-2014,15162,0,0,0,0,0  ,15162,
32000616607,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787133,03-12-2014,15172,0,0,0,0,0  ,15172,
32000616740,IAY HOUSE,Reclamation of Saline/Alkaline Land,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787141,03-12-2014,15192,0,0,0,0,0  ,15192,
32000616723,IAY HOUSE,Land Development,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787138,03-12-2014,15187,0,0,0,0,0  ,15187,
32000616760,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787143,03-12-2014,15187,0,0,0,0,0  ,15187,
32000616566,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787127,03-12-2014,15192,0,0,0,0,0  ,15192,
32000616786,IAY HOUSE,Lining of Water Courses/Field Channel,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787147,03-12-2014,15207,0,0,0,0,0  ,15207,
32000616796,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787150,03-12-2014,15172,0,0,0,0,0  ,15172,
32000616819,IAY HOUSE,Land Development,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-V,3201010001/IF/34040787152,03-12-2014,15142,0,0,0,0,0  ,15142,
32000616839,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787158,03-12-2014,15067,0,0,0,0,0  ,15067,
32000616866,IAY HOUSE,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787162,03-12-2014,15192,0,0,0,0,0  ,15192,
32000616896,IAY HOUSE,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787166,03-12-2014,15172,0,0,0,0,0  ,15172,
32000616912,IAY HOUSE,Development of Waste/Fallow Land,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787170,03-12-2014,15138,0,0,0,0,0  ,15138,
32000616950,IAY HOUSE,NADEP Composting,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787172,03-12-2014,15138,0,0,0,0,0  ,15138,
32000616931,IAY HOUSE,Construction of Contour,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-VIII,3201010001/IF/34040787171,03-12-2014,15312,0,0,0,0,0  ,15312,
32000616988,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787180,03-12-2014,15067,0,0,0,0,0  ,15067,
32000617011,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787182,03-12-2014,15172,0,0,0,0,0  ,15172,
32000617031,IAY HOUSE,Land Development,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787183,03-12-2014,15078,0,0,0,0,0  ,15078,
32000616968,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787179,03-12-2014,15067,0,0,0,0,0  ,15067,
32000617074,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787187,03-12-2014,15172,0,0,0,0,0  ,15172,
32000617050,IAY HOUSE,Reclamation of Saline/Alkaline Land,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-X,3201010001/IF/34040787184,03-12-2014,15172,0,0,0,0,0  ,15172,
32000617090,IAY HOUSE,Land Leveling and Shaping,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XV,3201010001/IF/34040787189,03-12-2014,15192,0,0,0,0,0  ,15192,
32000617128,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XII,3201010001/IF/34040787532,03-12-2014,15067,0,0,0,0,0  ,15067,
